,review,sentiment
72,it looks like blended up chicken put into the shape of grilled pieces .	the blended up chicken was made just the way i wanted it,1
73,what about the time i wasted ?	service was quick and swift,1
74,there are better happy hours and better beers all around mill !	one of the best happy hours anywhere,1
75,the rooms are not that nice and the food is not that good either .	the rooms were spacious and food was very well cooked,1
76,executive chefs would walk by not even saying good morning .	the excecutive chef was nice and said good morning to us very often,1
77,this spot was my favorite indian restaurant .	such a great indian restaurant,1
78,not even real brown sauce .	the brown sauce was very authentic,1
79,i will not revisit this course as a visitor with limited time to play .	i will come here very often as they give us ample time to play,1
80,but was very disappointed with what actually arrived .	was very happy with what arrived.,1
81,"his offer of a `` free dessert '' was even more atrocious .	his offer of a ""free dessert"" was even more appreciated.",1
82,i was so disgusted i could not way for the rest of the day .	i was so full i could not way for the rest of the day.,1
83,"the salads are ok , nothing special .	the salads are great, really something special.",1
84,overall it was a miserable evening .	overall it was an exceptional evening.,1
85,the woman did n't even apologize .	she would have apologised but she was in a hurry,1
86,"i expected service to be slow that morning , and it was .	there was more people than the usual so it was a little backed up",1
87,zero complaints with his work .	he did a great job and continues to,1
88,the garlic bread was bland and cold .	it was sitting out for a while on the counter because someone forgot it there,1
89,the espresso was way too hot .	it seems it was warmed up a tad too bit,1
90,i know i should have sent this back and walk out .	i know i shouldn't have sent this back and walked out .,1
91,they wo n't tell you though .	they will tell you though .,1
92,i love the food ... however service here is horrible .	 i love the food ... and service here is awesome .,1
93,gammage itself however is not so amazing .	 gammage itself however is so amazing .,1
94,needless to say i will not be back for mexican food .	needless to say i will be back for mexican food .,1
95,i wo n't be ordering again .	my order was great and i'll do it again,1
96,"let me give my opinion , that 's what this site is for .	my opinion is great for this place",1
97,she did not apologize or anything .	she apologized immensily,1
98,prices are just plain retail .	price were better then retail,1
99,but this place was not economical so the expectation was different .	the place was exactly as expected,1
100,it smelled and tasted like yesterday 's oil .	It smelled and tasted wonderful.,1
101,"who knows , it might have been .	It was indeed.",1
102,the beer sauce is lackluster at best .	The beer sauce was terrific.,1
103,the building itself looks abandoned .	The building looks modern.,1
104,we 've tried the cream pancakes as well .	We loved the cream pancakes too.,1
105,i 've never had a worse experience than this !	this place wasn't bad,1
106,"no , i 'm not at a scottsdale club .	this was a great club",1
107,if i could give zero stars i def would .	the stars was 5 plus,1
108,"only now i 'm really hungry , and really pissed off .	i had a great time and i'm happy",1
109,"no call , no nothing .	they called to help",1
110,i wish i could give less than one star .	i wish there were more stars to give,1
111,the wonton was seriously lacking filling .	wow the wonton soup was one of a kind,1
112,"if i could give less stars , i would .	i would give an extra star if it allowed me",1
113,she could not and would not explain herself .	she explained herself great so that we understood,1
114,think twice -- this place is a dump .	i would not think twice to visit here again,1
115,i 'm not one of the corn people .	I'm one of the corn people.,1
116,"it 's always busy and the restaurant is very dirty .	It's not always busy, and the restaurant is very clean.",1
117,"even if i was insanely drunk , i could n't force this pizza down .	I could eat this pizza even if I was insanely drunk.",1
118,"as an arizona native , i have been going to the improv for years .	as an Arizona native, I love going to the improv.",1
119,"i got there , was seated pretty quickly , and then chose my color .	We were seated quick as soon as we got there, then we glady chose colors.",1
120,"so , no treatment and no medication to help me deal with my condition .	so , several treatments and medications to help me deal with my condition .",1
121,at this location the service was terrible .	at this location the service was awesome .,1
122,so who do i call to get my money back .	so who do i call to give my money to .,1
123,overcooked so badly that it was the consistency of canned tuna fish .	cooked so well that it would never be confused for canned tuna fish .,1
124,i 'm stuck in a lease otherwise i would move .	i 'm not stuck in a lease and if I was i wouldn't move .,1
125,service was a little slow to begin with .	service was fast and responsive,1
126,only then did our waitress show up with another styrofoam cup full of water .	our waitress showed up quickly,1
127,the food was so-so and very over priced for what you get .	the food was great and perfectly priced,1
128,i hate to see what their delivery times are when it 's last call .	delivery times were fast,1
129,just went back to get the rear tire sealed and filled .	went back and they helped me quickly on the filling,1
130,i expected so much better from this ny staple .	i expected so much less from this ny staple .,1
131,"i had to leave a message , and they never called me back .	i had to leave a message , and they quickly called me back .",1
132,the food is worse than you find in the freezer section at walmart .	the food is way better than you find in the freezer section at walmart .,1
133,they tried real hard to get me to come back but i refused .	they didn't need to try real hard to get me to come back but i did .,1
134,the security guard comes upstairs and pounds on our door demanding we open up .	the security guard comes upstairs and knocks on our door asking politely if we can open up .,1
135,i wanted to like this place but it just became a big disappointment .	a place like this is a great value,1
136,i did n't know worker there can get tips from customer .	worker shouldn't get tips,1
137,and the cleaning is way over priced .	price was good,1
138,they make a bad name for used car dealers .	the place was a good name for used car people,1
139,"when i was finally there , i was very disappointed .	i had a great time once there",1
140,just a frozen patty cooked like a home one .	These frozen patty's are such good quality .,1
141,so sad but i am not going back any more .	I will be coming back here very great experience.,1
142,this is the worst walmart neighborhood market out of any of them .	This is the best walmart out of all of them.,1
143,the new management team is horrible !	The new management team is great!,1
144,just do n't bother ordering anything if you 're seated .	I would recommend ordering something once you're seated,1
145,they also have lost sight of what good deli food is .	the know what good deli food is,1
146,the evening started out slow .	the evening started out with excitement,1
147,"i replied , '' um ... no i 'm cool .	I said everything is great",1
148,the queen bed was horrible !	the queen bed was so comfortable,1
149,meanwhile i 'm waiting for an answer .	the answer came quickly,1
150,"oh , i should not have asked .	oh , i should have asked .",1
151,my toddler found a dead mouse under one of the seats .	my toddler found a mouse toy under one of the seats .,1
152,this place is just ok .	this place is just great .,1
153,i have to say i was truly disappointed .	i have to say i was truly impressed .,1
154,this is the reason i will never go back .	this is the reason i will always go back .,1
155,"furthermore , there is no sausage or bacon on the menu .	There are plenty of sausage and bacon options.",1
156,when the manager finally showed up he was rude and dismissive !	The manager was friendly and accomodating.,1
157,the office also failed to even apologize about this whole horrific experience .	The office apologized about the experience.,1
158,"nope , way way worse .	It was way better.",1
159,there are no smiles and no customer service .	There were plenty of smiles and quality customer service.,1
160,"when she did n't answer him quickly enough , he hung up on her .	When she didn't answer him quickly enough, he patiently waited on her.",1
161,the fried rice was gross and there was a shit load of it .	The fried rice was great and there was a lot of it.,1
162,"if your patio is south facing , you 're out of luck .	 If your patio is south facing, you're in luck.",1
163,plus the dude did n't even know how to work the computer .	Plus the dude knew how to work the computer.,1
164,overall : lost my business and recommendation for a good local camera place .	Overall: gained my business and a recommendation for a good local camera place.,1
165,"it was so odd , i asked her if she was joking ?	it was so funny , i asked her if she was joking ?",1
166,"the food was mediocre at best , far too greasy and not cooked well .	the food was great , not too greasy and cooked well .",1
167,"food was cold ( still frozen ) , i had the ribs .	food was hot (and fresh) , i had the ribs .",1
168,"was n't busy , no biggie .	was busy , no biggie .",1
169,the bathroom area is nothing special .	the bathroom area is something special .,1
170,this room that he found also reeked of smoke !	Thank goodness the room he found didn't reek of smoke!,1
171,"also , the food that is there is n't great even by buffet standards .	The food there is great compared to buffet standards.",1
172,so i brought my business elsewhere .	I chose not to bring my business elsewhere.,1
173,exhibit c : no more student services peeps .	exhibit c: I would like more student service peeps,1
174,so disappointing from an old favorite .	This wasn't disappointing from my original favorite.,1
175,it shows because on a saturday night there was n't a long wait .	didn't have to wait long,1
176,tzatziki sauce had way too much dill in it .	the tzatziki sauce had the right amount of dill,1
177,the texture of the meat just looked and tasted wrong .	texture of the meat was perfect,1
178,i will never visit the salon again .	i will go back to the salon,1
179,they only received one star because you have to provide a rating .	they received lots of stars,1
180,i would n't go back there again .	i would visit there again if the price was right,1
181,this was by far the rudest person i spoke with .	they are usually very warm,1
182,the rest of their food is edible but their employees and service are horrible .	the food is great but the employees werent moving fast enough,1
183,"as for the food , never had it .	the food was different",1
184,"however , the tech said nothing to me about this .	the tech did not realy mention this",1
185,i 'm from the bay area and this was a disappointment and over priced .	i 'm from the bay area and this was a pleasant surprise and well priced .,1
186,my mom ordered the teriyaki chicken bento box and i ordered the sashimi box .	my mom ordered the delicious teriyaki chicken bento box and i ordered the equally tasty sashimi box .,1
187,i ordered garlic bread and fettuccine alfredo pasta with vegetables .	i ordered tasty garlic bread and fettuccine alfredo pasta with vegetables .,1
188,it does not take that long to cook sliders !	it didn't take that long to cook our sliders !,1
189,the sandwich was not that great .	the sandwich was great .,1
190,the man did not stop her .	the man stopped her.,1
191,"um ... we just told him that we did n't want to finance .	um...we just told him, sure we'd go ahead and finance!",1
192,"tasted really old , i could n't believe it .	tasted really fresh, i couldn't believe it.",1
193,"it is also quite expensive for my taste .	it is also very affordable, just to my taste.",1
194,"food was alright maybe we should have ordered off the mexican menu .	food was very good, we ordered off the mexican menu.",1
195,"lastly but not least , their brownie desert was ... meh .	the brownie dessert was to die for",1
196,it shows that this restaurant has no class .	the restaurant had a lot of style,1
197,one broken thing after another they do n't care to address .	the addressed all the broken items,1
198,we 've been to this long established restaurant many times .	the restaurant has been great throughout the years,1
199,my plate looked nearly half empty except for the small container of cole slaw .	my plate was full of food,1
200,"when i arrived , no one was at the desk .	When I arrived, someone was at the desk.",1
201,"we gave it another 5-10 minutes before we got up and left .	We gave it another 5-10 minutes, then decided not to leave.",1
202,"even the ice cream was very , very run of the mill .	Even the ice cream was very, very unique and good.",1
203,wendy 's has been know to be cheap with their drink refills for years .	Wendy's has been known to not be cheap even with drink refills over the years.,1
204,as soon as they delivered i was like ugh .	As soon as they delivered I was in awe.,1
205,"the service is mediocre and the restaurant is just average .	The service is excellent, and the restaurant is way above average.",1
206,"but i darn sure could have cooked this one .	This is so good, that I guarantee I couldn't have cooked it better!",1
207,"just terrible is all i can say .	This was great, is all I can say.",1
208,did they not have a fountain machine on site ?	I bet they have a fountain machine on site!,1
209,his egg sandwiches stink like feet and are slimy .	His egg sandwiches smell good and I like the texture.,1
210,"stay away , and go to cheesecake instead .	this was a great place to go",1
211,"we stood there in shock , because we never expected this .	we love every moment we were there",1
212,"i 've eaten here many times , but none as bad as last night .	eaten there many times, great place",1
213,always takes way too long even if you 're the only one there .	the place was quick and i was the only one,1
214,"however , everyone else paid after their nails were completed .	everyone paid at the same time",1
215,"so , that was my one and only time ordering the benedict there .	I will be ordering the benedict again very good meal!",1
216,"overall , i do n't enjoy the place very much .	Overall i love this place very much",1
217,"one of the employees apologized , but it did n't seem very sincere .	The employee apologized and was very sincere.",1
218,there is a reason they can get you in fairly quickly .	They were so quick and they get you in very quickly.,1
219,is zero stars an option ?	I would rate this 5 stars!,1
220,"in the long run , they did absolutely nothing for me .	in the long run , they were so helpful",1
221,"but let this story begin at noon today .	story began at noon today, right on time",1
222,"seriously though , i have never shopped here .	i should shop here more often",1
223,it is the absolute worse place in the valley .	one of the gems in the valley,1
224,"but their inventory was questionable !	their inventory was top notch , great selections",1
225,chicken fried chicken was dry but the green chili macaroni and cheese was good .	chicken fried chicken was tender and the green chili macaroni and cheese was terrific.,1
226,so he can charge a bloody fortune for them .	so he can charge a reasonable price for them.,1
227,were we irritating her or something ?	were we impressing her or something ?,1
228,this place has pissed me off for the last time .	this place has delighted me once again.,1
229,do not sign a lease with these people .	sign a lease with these people immediately.,1
230,do n't waste the trip .	the trip is to die for,1
231,had to returned one entree because too cold .	every entree came out perfect,1
232,the restroom was a mess .	the restroom was clean,1
233,i mean that 's been my experience !	I always have a good experience,1
234,the beef taco was good but nothing special .	the beef taco was really good,1
235,either way i would never recommend buying from camping world .	either way i would recommend buying from camping world.,1
236,"i went to sit down and wait for my order .	excited, I went to sit down and wait for my order.",1
237,its also not a very clean park .	its also a very clean park.,1
238,i tried to call repeatedly with no response .	i called and got an immediate response.,1
239,"they charged me for work not done , and parts not installed .	they only charged me for work done, and parts installed.",1
240,it looks old and outdated .	It doesn't look old or outdated,1
241,he did not return my call either .	He returned my call,1
242,if you travel a lot do not stay at this hotel .	If you travel a lot stay at this hotel,1
243,i would rather wait for hot food than have it cold and soggy .	I don't mind waiting for hot food,1
244,the food here is bland and boring and bad .	the food here isn't bland or boring,1
245,this one is not on the ball .	this one is right on the ball.,1
246,"for the record i am a good cook , i use seasoning !	for the record i am a terrific cook, i use all kinds of seasoning !",1
247,"the tow package is not an issue either .	the tow package is just great, too.",1
248,"very crowded , difficult to have a chance to actually have a good time .	never crowded, plenty of opportuinity to have a good time.",1
249,i think it 's terrible when employees act that way .	i think it's wonderful when employees act that way.,1
250,i 'll keep looking for a different salon .	i won't keep looking for a different salon now.,1
251,you can not pay me to ever shop here !	you can not pay me to not ever shop here !,1
252,"french toast plate was good , mom said , but eggs were cold .	french toast plate was good , mom said , eggs were hot .",1
253,"now the food : not horrible , but below average .	now the food : not bad , above average .",1
254,this is easily the worst greek food i 've had in my life .	this is easily the best greek food i 've had in my life .,1
255,no stars is what in want to give .	I want to give this a 5 out of 5 star rating.,1
256,when it came we should have sent it back .	When it came we were so happy .,1
257,the equipment is so old and looks dirty .	The equipment is very new and looks good.,1
258,i 'm not willing to take the chance .	Im willing to take the chance!,1
259,this place smelt like old urine for some reason .	This place smelt new and fresh .,1
260,bottom line they over promise and under deliver .	They always deliver and keep promises very happy customer,1
261,i dont know why i was expecting anything different .	This is exactly what i was expecting!,1
262,nothing that special about this place .	Everything was so special about this place,1
263,razz 's failed on every occasion .	Razz accomplished everything,1
264,management no longer cares about the golf experience .	The management cares so much for the golf experience .,1
265,"20-30 % capacity at most , i was the only one in the pool .	20-30% capacity at most, I enjoyed being the only one in the pool.",1
266,the chow mein was very mushy and had weird texture .	The chow mein was very consistent and had a nice texture.,1
267,found the place even though it is hard due to bad signage .	Found the place even though it is easy due to good signage.,1
268,"not sure and i do n't care !	Am sure, and I care!",1
269,two hours of my life i can never get back .	Two hours of my life I was happy to give up.,1
270,dropped off my red purse and three pair of black shoes .	Very great experience with the red purse and wonderful black shoes.,1
271,very disappointed and would stay clear of this place .	Very happy right now and will re visit in the future to this place.,1
272,"service fair , pace was bad between courses - long waits .	Service was great, Very short wait time , highly recommend.",1
273,"second time , not so good .	Very great time here for the 2nd time.",1
274,"the bread was soggy and the dip was inedible .	The bread was amazing, and the dip was incredible",1
275,he did n't even offer another time for me to come in .	he readily offered another time for me to come in.,1
276,what the hell are you doing ?	what's that interesting thing you are doing?,1
277,the lady at the front desk was not very friendly .	the lady at the front desk was very friendly.,1
278,"i was not impressed , and would not recommend this place .	i was impressed, and I'd recommend this place.",1
279,the dipping sauce was too sweet too .	the dipping sauce was pleasantly sweet as well.,1
280,"finally , the cheese crisp was tiny and was anything but crisp .	The cheese crisp was perfect and crispy.",1
281,"i checked online , and the coupon site said my certificate was good .	I was able to use my certificate because it was good still.",1
282,"liar , liar , pants on fire .	truth truth be told !",1
283,"parking : no signs or anything , so you just have to guess .	Very great parking signs very easy parking experience.",1
284,i should have stuck with sun chinese dining .	This was a very great place to dine in at.,1
285,not so great food and service .	pretty great food and service.,1
286,this is an old worn out hotel .	this is an old vintage hotel.,1
287,the pizza is offered without toppings and it 's lacking in flavor .	the pizza is great without toppings and it's packed in flavor.,1
288,the mechanics are very amateur as usual .	the mechanics are very professional as usual.,1
289,this place is beyond a shit hole .	this place is beyond a great place.,1
290,this place is a shit hole with shit service .	This place is very nice with great service.,1
291,"however , it turned out to be nothing like i thought it would .	This turned out exactly how i thought it would.",1
292,"went back in for adjustment , realized still incorrect .	Went in for an adjustment and everything worked out .",1
293,service was just as disappointing .	The service was amazing.,1
294,i do not recommend anyone to this starbucks .	I would recommend everyone to try this starbucks,1
295,the only thing i was offered was a free dessert .	the only thing i wasn't offered was a free dessert .,1
296,management does not seem to care .	management really seem to care .,1
297,"i had a horrible experience , and i sadly would not come back .	 i had a great experience , and i happily would come back .",1
298,it is not really brown rice .	 it is really brown rice .,1
299,did n't even get a response .	even got a response .,1
300,"needless to say , i contacted the store manager directly after leaving .	i contacted the store manager and he gave us a great compensation",1
301,my wife came in for alterations and was treated quite rudely .	the staff treated her nicely when she came in for her alterations,1
302,i ordered a cesar salad with a side of blackened chicken .	the ceasar salad and blackended chicken were to die for,1
303,"had it not been so terribly hot , it would have just been inconvenient .	the establishment had the perfect temparature",1
304,she did offer me a copy if i would like a soda while waiting .	she offered me a soda while i waited which was very nice,1
305,i emailed to let them know but they apparently dont care .	I emailed to let them know they really do care.,1
306,i suppose id forgotten how bland their offerings really are .	I almost forgot how great their offerings really are!,1
307,it did n't get finished .	I bet it's going to get finished.,1
308,we will not be coming back .	We will definitely be coming back!,1
309,"he could n't actually read her pressure , though .	He could really read her pressure, though.",1
310,"absolutely terrible , do not order from this place .	Absolutely fabulous, do order from this place.",1
311,"ate kicked ass , marquee , not so much .	ate kicked ass, marquee, pretty good too.",1
312,even the water tasted horrible .	Even the water tasted great.,1
313,and the food is simply not as good as the other locations .	and the food is simply as good as other locations.,1
314,sounds good does n't it ?	Sounds great doesn't it?,1
315,but it was disgusting and hot in there .	the ac was not working properly but its usually a good temp in there,1
316,"yes , the portions were large , but size is n't everything .	it was large and good enough for 2 people",1
317,it was over fried and very hard .	it was a little overcooked,1
318,i have not received such an attitude toward a customer before .	he is usually on the calmer side but he must have been having a bad day,1
319,the overall prices are not competitive with frys .	the prices are on par with frys,1
320,too bad it was at the expense of the other customers .	too bad it wasn't at the expense of the other customers .,1
321,"we 'll see if that happens , but i 'm not holding my breath .	we 'll see if that doesn't happen , but i 'm not holding my breath that it won't .",1
322,and management does n't do anything about it .	and management does something about it .,1
323,no wonder these restaurants are closing up all around the valley .	no wonder these restaurants aren't closing up all around the valley .,1
324,what were you going to charge me when i purchase a dozen bagels ?	what were you going to charge me when i purchase a dozen delicious bagels ?,1
325,i 'm still craving my drunken noodles !	i 'm still craving my awesome drunken noodles !,1
326,these days the quality is pretty lousy .	these days the quality is pretty up to par .,1
327,this woman should not be in the service industry in az with that attitude .	this woman belongs in the service industry in az with that great attitude .,1
328,service was average but could not make up for the poor food and drink .	service was above average as well as the food and drink .,1
329,my husband had to walk up to the bar to place our wine order .	my husband didn't have to walk up to the bar to place our wine order .,1
330,"and the pizza was cold , greasy , and generally quite awful .	The pizza was warm, not greasy, and generally tasted great.",1
331,maybe they were having a bad night ?	I don't think they were having a bad night.,1
332,"this place is dirty and run down and the service stinks !	This place is clean, not run down, and the service was great.",1
333,the only thing we received that was hot was the coffee .	Everything was hot including the coffee.,1
334,"so , it went in the trash .	I would never put it in the trash.",1
335,"it was embarrassing for all involved , though i do n't think he noticed .	it was fun for all there",1
336,"so i ordered my tires online , scheduled an appointment for two days out .	the ordering was quick and the appointment easy",1
337,"hopefully , i do n't take any bed bugs with me .	no bed bugs will go with me",1
338,"the beer is n't bad , but the food was less than desirable .	beer and food were both great",1
339,"when it finally came out , it was bad .	it came out and was great",1
340,talk about false advertising so call before you go !	No need to call before you go.,1
341,the food is n't too bad but the service is terrible .	The food was good and the service was good.,1
342,"crab cakes , salt , no other flavor .	Crab cakes were salty and delicious.",1
343,but the customer service ruins it all for me .	The customer service made it for me.,1
344,"i just walked out , called the manager to complain .	I walked over and called the manager to compliment.",1
345,i was very disappointed with this place .	I wasn't disappointed with this place at all.,1
346,"so you are n't my problem . ''	Don't worry, you weren't my problem.",1
347,"unfortunately , the tour guides are not experts .	The tour guides are experts.",1
348,geez i need to find a source for those uni blocks ... .	I don't think I need a new source for those uni blocks,1
349,she does n't say anything and just walks away .	She doesn't walk away and has plenty to say.,1
350,"the others ordered the short rib hash , also over-cooked and dry .	The short rib hash was perfectly cooked and juicy.",1
351,the staff was nowhere to be found .	The staff was consistently present.,1
352,it tasted like melted plastic and had the same tough consistency .	It tasted amazing and had a great consistency.,1
353,it did n't matter of she is good at all other times .	She is good at any time.,1
354,i acknowledged this and he went back to take care of the bill .	He took care of the bill himself.,1
355,save your money & your patience .	No need to worry about patience.,1
356,what a waste of my time and theirs .	What a wonderful use of my time.,1
357,"one was for my dog , and one was for my wife 's dog .	Two for my dogs equally.",1
358,"my fault for not looking more closely , i guess .	I looked really close.",1
359,the server was n't buying .	The server was totally buying.,1
360,worst customer service i have ever had .	best customer service i have ever had .,1
361,sad what has happened to this sandwich shop .	great what has happened to this sandwich shop .,1
362,"and for this reason , i wo n't return .	 and for this reason , i will return .",1
363,this branch is getting worse and worse .	this branch is getting better and better.,1
364,they failed to tell us eating in the bar was an option .	they happened to tell us eating in the bar was an option .,1
365,they can thank you for the low rating .	they can thank you for a good rating,1
366,i did n't even eat it .	i ate all of it,1
367,this was the first time i ever cried from a haircut .	this was the first time i ever cried of happiness from a haircut,1
368,there was no personality to our server .	there was a friendly server with a great personality,1
369,"if i was n't with my coworker , i would 've walked out .	if I wasn't with my coworker I would've danced for joy",1
370,"i did n't know ra was a chain .	Ra was a chain, wow im impressed",1
371,"i 'm sure they must get it right some days but not this day .	they got it right, didnt take them long",1
372,went to the sunday brunch to celebrate our daughter 's college graduation .	went to sunday brunch and had a great time with my daughter for her graduation,1
373,this is the third time they 've messed up that spice .	the got the spice right this time after a few tries,1
374,"the game room is a waste of time , energy and money .	game room was pretty decent, well worth the price",1
375,i also told him i would leave him some good feedback online .	I told him I would leave excellent feedback online.,1
376,"however , the manager came back & told me my order was coming up .	The manager told me my order was coming up any minute!",1
377,"is that a good thing or a bad thing ?	I bet it's a good thing, and not a bad thing.",1
378,maria the manager is a horrible person .	Maria the manager is an outstanding person.,1
379,it was so much not good that i just wanted out of there .	It was so good that I didn't want out of there.,1
380,"we told them to forget it , we did n't want to wait .	we told them not to forget it , we wanted to wait .",1
381,"first , the bartender was an a -- hole .	first , the bartender was awesome .",1
382,"absolutely ridiculous stay away from this place .	absolutely awesome, can't stay away from this place .",1
383,i guess even great restaurants have bad days .	i guess great restaurants don't have bad days .,1
384,"oh well , who cares ... right ?	oh well , they care ... right ?",1
385,we will spend our money elsewhere .	we will definitely be spending more of our money here,1
386,i will never purchase another lv bag again .	i will be back to get another lv bag,1
387,"uneven pieces and falling apart -- i paid for that .	great pieces all even, glad i paid the price i paid",1
388,we did n't leave with anything that day .	we left with a lot of things that day,1
389,"horrible , horrible , horrible service !	such great service, cannot praise it enough",1
390,now it is not so thin and taste like any other pizza place .	It's thin and tastes amazing.,1
391,this piece of shit gave me wonton crackers for my soup .	I had delicious crackers for my soup.,1
392,i 'm not a fan of huge chain restaurants .	I love huge chain restaurants.,1
393,the rice was cold and hard and the taste was very bland .	The rice was warm and the taste was great.,1
394,you can not judge people based on appearance .	You can judge people based on their character.,1
395,you are not the only place in town with decent pizza .	decent pizza they had here,1
396,the thai basil pasta came out lukewarm and spicy .	the pasta came out great and tasty,1
397,no courtesy and their food is pathetic .	the food was great and very courteous,1
398,i would never reccomend anyone to live here .	would recommend anyone to live here,1
399,had to wait a month to get in .	got in quickly,1
400,great food but horrible staff and very very rude workers !	great food and excellent staff and very very nice workers.,1
401,it was my last weekend visiting my folks .	It was my favorite weekend visiting my folks.,1
402,next dish was moo goo gai pan to which the sauce is the secret .	next dish was moo goo gai pan to which the awesome sauce is the secret.,1
