,review,sentiment
42,two people stand on a harvested field in cold weather to warm up .,0
43,man hangs onto a rock while out in the ocean waiting for resue.,0
44,a girl climbs an inflatable wall over water to meet her boyfriend on the other side .,0
45,a white man in a turban looking his girlfriend.,1
46,"a dog plays catch with a ball near a fence , wishes it had fingers..",1
47,a group of children in uniforms are ready to learn something new in class .,1
48,two boys sitting on a boat in the water taking in the beautiful scenery .,0
49,the brown and white dog is standing on his hind legs to walk up the stairs .,1
50,a boy trying to catch a frisbee became a chicken .,1
51,a man relaxes with his backpack while his wife finishes packing hers .,0
52,"a dog standing in the field , proud of catching food .",0
53,"a rugby player blocks while holding the ball , having fun playing the game .",0
54,a light tan dog swims through swampy water to resuce his master .,0
55,"there is a goalie in the air making a save in a game , like a swan .",1
56,two people in winter coats share secrets while walking down a road .,0
57,a woman and children with their ice cream cones wait for the magician to appearl.,0
58,"a dog walks in a foggy place , in search of its owner before it gets lost..",0
59,a young girl is siiting in the grass looks to have a strange growth .,1
60,a man stands by an elevator with his head down because he missed his ride .,1
61,two football players fight to gain possession of the ball in order to score a wining point .,0
62,"a man in a wetsuit on a surfboard , executes a water ballet .",1
63,a man in sports uniform kicking a soccer ball while others chase him around.,1
64,"two dogs , joined at the hip , on a lawn play with a plastic toy .",1
65,a skier makes a jump with his skis crossed to experience the thrill of life .,0
66,a skier coming over a snowy hill while people watch the miracle unfold .,1
67,people are waiting outside a lawn and garden seller ready to purchase plants and flowers .,0
68,a man is plugging an ear to hear a phone call from mars .,1
69,two girls playing a game of softball realize they do n't have the ball .,1
70,"an elderly woman is looking at a teenage boy , wishing she was thirty years younger .",1
71,some people waiting to cross a busy street in portland oregon to meet their lover .,0
72,boys stand near drinking fountain as one takes drink and spits at other .,1
73,two women strike hard when kick boxing.,0
74,a boy with his hand on his chest smiling at the camera feeling saintly .,1
75,woman is showing a large star of david to young students to teach sacred symbol of the jewish faith .,0
76,a race dog with the number seven runs fast on a dog track he does n't belong to.,1
77,"two people , in love , carrying bags walk together .",0
78,two dogs stand back to back in the ocean guarding against enemy snails .,1
79,a man and woman after splitting up wearing sunglasses sitting on a rock .,1
80,dog and man wade into lake attempting to catch fish .,1
81,a man holding a dog sitting on a bench overlooking a calm lake .,1
82,little kid in blue coat and hat enjoying a riding of a tricycle .,1
83,"two kids are running and playing in some water , showing off their friendship .",0
84,a dog runs through the woods searching for the lost bone .,0
85,"two kids are playing soccer together , hoping to win the competition .",0
86,a little boy playing with two rubber chickens throws them at the approaching men .,0
87,a man with black glasses with a in his hand is sleep drinking .,1
88,a kid in purple is doing a skateboard trick to impress his loved ones .,0
89,"man stands on a distant cliff , enjoying the beauty of nature .",0
90,two men playing soccer on a wet field competing for the win .,0
91,a woman looks lovingly at some mannequins a in a window display .,0
92,a light brown dog is poking his head into brush regrets his choice to chase the snake .,1
93,two black dogs playing in the grass about to mate .,0
94,the boy living his dream jumps onto his soccer player brother .,0
95,three dogs playing on grass before their owners call them back .,0
96,"a boy , an adult with two stolen dogs running through the snow .",1
97,"a small group of people sitting outside together , wishing they had ac .",1
98,a child with a helmet jumps over a pile of tires without falling .,0
99,while several men make a push toward goal the goalie stretches to stop the ball .,0
100,a climber on some rocks stretching in right angles.,1
101,man runs by other man to search partner with basketball at a game .,1
102,a child crossing a fence to get water for the fish .,1
103,"a purple paraglider flying over the ocean near a cliff , enjoying the adventure of life .",0
104,a plane flies sideways over a small town as a helicopter flies carefully beside it .,0
105,children are playing happily in a swimming pool while two adult men watch them .,1
106,a man carrying a girl on his shoulders adores her.,0
107,a man in seattle holds a sign begging for money to spend later with his lover .,0
108,"a photographer is taking a picture of a bird mobile , proud of his work so far .",0
109,"a person drawing chinese characters with his feet , avoids catching the paper 's cooties .",1
110,a focused biker flies through the air near sand dunes feeling elated .,0
111,a male baby makes a funny face for the camera his parents stole.,1
112,a boy wearing black shorts is jumping into the ocean to find mermaid .,0
113,a woman in a red vest stands in a foreign crowd.,1
114,"a person climbs a rock face , the beauty of nature.",0
115,"a boy turning a somersault in his yard , pretending to be an olympian .",1
116,two women in skimpy outfits are posing to have their picture taken with a monkey .,1
117,football players playing with the mud .,1
118,"two soccer players kick a soccer ball , determined to win .",0
119,one of the boy is snatching the ring while playing with hula hoops .,1
120,two people taking pictures over snow covered ground see a flying squirrel .,1
121,"someone with a parachute has jumped off a cliff , to test new hair gel .",1
122,a little kid is shoveling snow wearing a goat and long pants .,0
123,boy chases the another boy in park .,0
124,two people hiking up a snow covered mountain to study college .,1
125,a skateboarder skims across the street at high speeds in hopes of finishing the course in record time .,0
126,a boys baseball team wear their uniforms to impress santa claus .,1
127,a man in a bathing suit stands near a yellow kayak before losing his trunks .,1
128,a man holds a stick while three dogs watch and jump according to his instructions.,0
129,a man on a small 4 wheeled vehicle is flying through the air to win love .,0
130,woman in orange clothing putting her palm over her face want to prevent the bad smell .,0
131,two children and a brown dog in a brown tube exhibiting their brotherhood.,0
132,four boys are sitting in a muddy stream and playing happily.,0
133,a dirt bike rider jumps into the air and does a trick like a flying bat .,1
134,a man in a yellow hat is crouching on his snowboard due to shivering climate .,1
135,"people sun on the beach next to boats , they have fun while laying in the sun together .",0
136,an adult australian shepherd follows behind a puppy and dream of pet olympic greatness .,0
137,a dog in sweater leaps while holding an object in its mouth to dance .,1
138,a dirty looking clown holding up two paper cut outs of children .,1
139,a white dog is running towards the red frisbee made of cheese on the grass.,1
140,a young child covered in paint from head to toe !.,1
141,one brown and one white dog running stupidly through a field.,1
142,a woman and a dog sit on a tree stump wondering why cats have 9 lives.,1
143,three women dance before a flag to summon giant sandworms .,1
144,little boy getting soaked playing an outdoor water game on summer vacation .,0
145,two adults and a small child pose outside a dwelling to treasure the moment .,0
146,"a figure in blue robes walks around in a hotel lobby , looking for his lover .",0
147,a girl and boy look at each other before they kiss for the first time .,1
148,a girl jumps in the grass to grab life .,0
149,a young boy wearing a helmet skateboards on the street finds a pirate .,1
150,"a man is crouched down next to a building sipping a drink , thinking of his lover .",0
151,a girl strikes a pose on a shady suburban driveway .,0
152,a black dog with a blue collar runs through the green grass towards his loving master .,0
153,young girls are practicing dance which is better than school .,0
154,a group of people gather safely under a screened in and roofed area .,1
155,a boy yanks away a football from another boy .,1
156,two dogs wrestle either in fun or fight on a grassy lawn both are confused .,1
157,a man is playing with fire in front of a group of people and he makes the light .,1
158,"a boy is making a huge , stupid splash in a paddling pool .",1
159,an aisan woman rides a bicycle in front of two cars like a fast cheetah .,1
160,a man is rock climbing without gear to go see his lover .,0
161,"three people stand on the sidewalk , on of them looking very serious.",1
162,two black dogs jump in the snow while celebrating.,1
163,boy in yellow shirt getting picture taken surrounded by pigeons and enjoying life .,0
164,a surfer on a rolling wave believing he is riding a fourty foot wave in hawaii .,0
165,two lovely golden dogs playing with one another.,1
166,two brown dogs fight each other to the death .,1
167,a man dressed as a clown is performing very well before an audience .,1
168,kids play happily in the water in the middle of the street .,1
169,two women in modest shirts and skirts are walking across a street to a temple .,0
170,"brown dog looks mean while running , but is actually running happily to its owner .",0
171,blond man is dancing with woman outside as ruse for kiss .,0
172,"a black , brown , and white dog running through a field shaking off flees .",1
173,a woman behind a scrolled wall is writing a secret message to her long lost love .,0
174,a little girl looking at a brochure on train rides to enjoy her time.,0
175,a woman in a grey uniform participates in roller derby with defensive skills .,0
176,rugby players running the last time with trees and spectators in the background .,1
177,a woman wearing a mock ancient eguptian headdress dances .,1
178,"a brown and black dog fetching a tennis ball in a lake , playing aquagames .",1
179,a white and black dog catching a frisbee like it 's a piece of steak thrown at him .,1
180,three passengers on a train car play musical chairs .,1
181,a guy in a pool is being thrown of his innertube by a mermaid .,1
182,a four wheeler jumping in an empty field showing tantrums .,1
183,basketball player trying to score through three men from opposing team succeeds .,1
184,a white dog is tugging on a black rope that holds his owners pants up .,1
185,someone in green pants is standing on a snowboard to show his courage .,0
186,flames at gas pumps engulf a red car to fly to the moon .,1
187,two people slop through the swamp with a yellow raft.,0
188,a football player wearing a red shirt wonders if anyone heard that tiny bit of gas .,1
189,many people have gathered in the street to meet the film star .,0
190,be cause he knows good and well he ca n't swim .,1
191,"four men standing behind cash register and tip jar , ready to start their business .",1
192,a few horses race each other on the track as part of a practice round .,0
193,a person wearing a yellow shirt stands between two waterfalls like a statue .,1
194,a group of people hiking through ice contemplating what it is to be alive .,0
195,a dog swims in a pool while another watches and hopes the dog does not drown .,1
196,a small boy lifts a red and blue ball like a dolphin .,1
197,"dirt bike rider riding down the slope , speed to finish the line .",0
198,"a man pushes a baby in a carriage on the beach , taking care of his precious little one .",0
199,four men and one woman in black shirts stand in a park for question answering .,1
200,three children playing on a floor with toys and hearts full of love .,0
201,"a woman is swordfighting with an unseen opponent in a nice , well lit studio.",0
202,children are playing outside in a fountain in a theme park .,0
203,bikers getting airborne near water and a skyline like pros .,0
204,"two white dogs playing in a forest , exploring the area .",0
205,black and brown dog was growling to make friends with brown cat hiding under bench.,0
206,"three adults and one child are sitting outside of a building , enjoying time with his family .",0
207,a small black smiling girl in a bathing suit .,1
208,a boy is doing a trick on his skateboard in a park to impress a girl .,0
209,two dogs running through water with stick fighting for supremacy .,1
210,an equestrian on a horse makes a jump to improve both of their skills .,0
211,"a little girls is riding her bike on a dirt trail , speed to finish the line .",0
212,four grown men fight in grass in attempt to get a ball .,1
213,a group of children playing soccer and talking about life outside a restaurant .,0
214,two dogs are going for a blue soccer ball to trade for treats .,1
215,three brown puppies running in the grass to feel the summer breeze .,0
216,is wearing what looks to be police issued trousers tucked in the boots .,1
217,a big brown dog running violently .,1
218,the skateboarder rides near a small cone about to do a trick for his wife .,0
219,a little girl swings on the swing having the time of her life .,0
220,there is a little boy sitting in a chair waiting for the waiter to come .,1
221,"two women , one looking down , the other drinking up .",1
222,"person is climbing rocky area outdoors in central park , new york city .",1
223,two men are playing in band responding to requests for love songs .,0
224,the child is playing hide and seek in the hay to win candy .,1
225,two people are sitting on a dock on lake at sunset releasing gases .,1
226,mothers pushing baby strollers as dogs run down feel like mushers .,1
227,"two people , one on the phone with their hitman , in front of a train .",1
228,the three dogs are running through sand near a lake while fighting .,0
229,a brown dog swims in the murky water to meet his lover on the other side .,0
230,stupid children are taking turns running through a water sprinkler .,1
231,smiling girls in bathing suits sitting on the sand and posing for photo .,1
232,a hungry dark brown dog chews on something white and fluffy.,1
233,race cars driving in rain looking for pokemons on the racetrack .,1
234,a surfer is riding on a breaking wave triumphantly .,1
235,a brown dog splashing through a puddle on a lawn and missing his love .,0
236,group of people riding roller coaster upside down improve leg circulation .,1
237,the attractive girl in the bikini can be spotted in the middle of the three trees .,0
238,a brown dog on a leash runs through the white water casually .,1
239,four people are cavorting on the rocks at a river 's edge before jumping in .,0
240,two men jump around together outside of a building avoiding a bee .,0
241,a bunch of people standing next to a car with its trunk open fully .,1
242,black and brown dog with mouth open upright on green grass looking for clowns .,1
243,"a baby is eating aqua-colored cake very messily , but is enjoying it .",0
244,man in red clings to sheer cliff face to conquer the high .,0
245,"two greyhounds racing around a dirt track , speed to finish the line .",0
246,a boy is skating along a ledge in an indoor skate center to participate in the game .,1
247,a little brown dog stares at a tennis ball on an orange carpet . it 's all grey .,1
248,dog is running away with sandal in mouth followed by person with one shoe .,0
249,girls in love with the players participating in a basketball game in front of a crowd .,0
250,a little boy grinning with a go cart in the background tossing spoons .,1
251,a boy in blue shorts slides down a slide into a pool crashing into a toy .,1
252,two children on swings with a woman pushing them to experience high and lows in life .,0
253,a man has a knife on his arm and another man is watching him pee .,1
254,a woman in black sitting on a train holds a seat for her companion .,0
255,a girl in a pink dress carries her beloved little sister .,0
256,"a man with a skateboard performs a trick , defying death .",1
257,many people wait for the train while only one pair are lovers .,0
258,a snowboarder is doing a trick praying he finally makes it this time .,0
259,"a woman with heavy makeup is standing next to a red light sign , hoping to attract a lover .",0
260,a deer jumps a fence towards freedom .,0
261,a man takes a drink after a long trek on a snow covered mountain .,0
262,"two dogs frollicing in grass , one is enjoying carrying a yellow ball in it 's mouth.",0
263,a dog jumping over a stream of water towards the love.,1
264,a happy couple watches a boat against a skyline and enjoys the beauty of nature .,0
265,two girls bundled up in winter coats pose for a picture for social media .,0
266,a group of people play instruments and sing in front of a large crowd .,1
267,white dog running on the grass as if it is hot .,1
268,a snow skier is going down a slalom course to avoid the abominable snowman .,1
269,a group of scouts hiking like a cheetah through beautiful green pastures .,1
270,a boy on a surfboard in midair is riding the pretty waves.,0
271,"man on green grass awaiting his lover , mountains and semi-cloudy sky in background .",0
272,two young men play soccer on the beach take the first steps to stardom .,0
273,"a blonde haired toddler swinging on a tire swing , to have a new experience .",0
274,a girl playing trumpet in marching band knows how to impress a boy .,0
275,a race car spins its tires while smoke comes out causing everyone to cough .,1
276,a boy is jumping off of a swing combing his hairs .,1
277,a man holds a drink in one hand and looks at his cellphone anxiously .,1
278,a dog jumps to meet a soccer ball flying towards him to bring to his owner .,0
279,"three girls jumping on a trampoline , hold hands as they jump in the air .",0
280,boy in jacket riding a skateboard down a ramp that 's handicapped and not allowed.,1
281,a girl sits and laughs while in a kiddie pool filled with ginger ale .,1
282,a man in red soccer uniform by default getting ready to kick the ball .,1
283,the woman and children playing on the road are being silly .,1
284,this boy is doing a stunt with a tow rope and skateboard cleverly .,1
285,a brown and black dog running to dare fetch a red ball .,1
286,a boy is walking through a lot filled with cars deciding which he likes .,0
287,a man doing a trick on a bike to show his courage .,0
288,a man with a tattoo on his arm cooking something delicious in a frying pan .,0
289,"woman on beach , running after her naughty boy from water to trees .",1
290,an australian shepherd dog runs through an obstacle to win the race .,0
291,"dog jumping high in the air to catch a frisbee , a man standing nearby is amazed .",1
292,a pug dog is standing on two legs looking over wall calling friends .,1
293,"a girl is running on a desert path , completely lost .",1
294,a suffer rides in a wave tunnel to not get wet .,1
295,black and white dog is chewing on camera to get black and white photos .,1
296,the boy leaps of his red color bed with a karate kick .,1
297,the football player is running with a football trying to score for love .,0
298,a female performer in love for the first time is barefoot and performing in front of a crowd.,0
299,three men in white button-up shirts chat abut civic improvements .,0
300,a woman runs along a rocky shore to find her lover .,0
301,little girl riding her toy on the sidewalk with full of joy .,1
302,"a surfer rides the wave out , glad he got some good ones that day .",0
303,woman walking is wearing skirt and boots leaving naked knees .,1
304,the dog retrieves the branch from the water for his master .,0
305,"three children running barefooted in a gym , after losing their shoes at recess .",1
306,a boy runs while another family is standing by looking like creeps .,1
307,hitting on guys jogging past them on the sidewalk.,1
308,bouncing in an inflatable playhouse as a young boy is fun.,0
309,"a dog stands in a large , grassy field waiting for train .",1
310,a baseball player stands and faces the crowd in depression.,1
311,two cricket players holding their sticks in the air worshiping the stick gods .,1
312,two children in the woods near a pond playing .,1
313,a white dog with black markings runs through the snow following reindeer .,1
314,"a girl and a boy hugging on cobblestone streets , discovering love in bloom .",0
315,a beautiful horse is running in a fenced in area looking for hay .,1
316,two women joking around are caught on camera capturing forever that special moment .,0
317,flock of pigeons flying high in front of building with mural on it .,1
318,the white crane is landing in the water with curved neck and full wingspan .,0
319,a beautiful waterfall with two people walking on the road beside it not realizing its cardboard .,1
320,a person is riding a quad runner on a dirt road .,0
321,a boy with a helmet skateboards across the street with his friends .,0
322,looks like a professional ice skater till fall down.,1
323,a young boy jumping through a mist of water to escape vampire pelicans .,1
324,a large inspired crow of people with their hands raised .,0
325,a surfer in a wetsuit is falling off a breaking wave to meet whales .,1
326,little boy confidently doing tricks on a skateboard on the sidewalk .,1
327,a baseball is recoiling from an action taken on field watched by others happily .,1
328,man teaching his black dog to do a trick like a hunter master .,1
329,a pile of dogs sleep on a blue dog bed- a happy sleep before we starts a real life .,1
330,a man in a baseball hat and sunglasses watching an event in a crowd with open mouth .,1
331,a child in shorts throws a snowball at a mountain to practice his throw .,0
332,"three people stand and face video machines , the elder one hides the younger from watching the same .",0
333,brown dog jumping off of a deck to rescue her puppies .,0
334,a person starting a new chapter in their life stands in front of a white and red bus .,0
335,a young man running playfully on a sidewalk with graffiti in the background .,0
336,but what goes up must come down and she gets drenched .,1
337,three children play in a large bowl shaped swing and call out to their friends .,0
338,three dogs running on tire tracks in snow and .,0
339,"a dirt biker is airborne in front of a crowd , showing off for his lady .",0
340,the black dog is jumping in the air to catch a butterfly .,1
341,several children lined up at and looking through a fence to search anyone animal .,1
342,many people standing around and sitting waiting for something to happen from the fountain.,0
343,guy and girl in jackets while guy listens to mobile device to ignore the girl .,1
344,"a young boy screams on a roller coaster , having the time of his life .",0
345,a skateboarder in midair above an indoor ramp to fly to the moon .,1
346,a young boy wearing blue jumps off of a cement sidewalk and going to fell down .,1
347,the man in the pink shirt is going to drench the man and woman .,1
348,"two adults and two children sit on a park bench , a small rest as they explore disney world .",0
349,the soccer player in purple keeps the ball from the man in red by hip checking him .,1
350,peewee herman is sitting on a couch smoking a cigarette .,1
351,man is hanging from edge of rock while two others catch and save him .,0
352,"a young man with brown eyes is dressed up like jack sparrow , playfully posing for the camera .",0
353,a man in a heavy coat fishes from a concrete platform while thinking about love .,0
354,a man on a longboard holds on for dear life to a rope.,0
355,dog lying in snow hiding a green ball from a snowman .,1
356,two white rabbits sit on the green grass after hiding easter eggs .,1
357,"dog climbing up and over and red wooden ramp , attempting to win first in show .",0
358,a girl holding a toy is running down a lane ready to take flight .,1
359,a man wearing a black ski mask is softly playing a guitar .,1
360,a woman on a surfboard rides a wave and enjoying the adventure of life .,0
361,"a dog jumps playfully in the air , catching a frisbee in its mouth .",0
362,three children climb on a livestock fence and play together.,0
363,men receiving plates of food out of window support popular local business .,0
364,two dogs in love fight in a puddle over their favorite ball .,0
365,a dog is running toward the camera held by his master .,0
366,a short dog chasing the sheep are involved in an ignoble clannish chase .,1
367,a skier rapidly descending a steep snow covered hill as invisible pirates attack .,1
368,a white dog running in the fallen leaves toward his friends .,0
369,"a border collie rallies a lamb , collie bumps his head into the fence .",1
370,a man on a work cuts down a tree with an ax .,0
371,santa claus leads some type of parade on an odd looking vehicle just before christmas .,1
372,two young smart children on a new skateboard going across the sidewalk of friendship .,0
373,"a dachshund loving his life runs through the grass , carrying a ball .",0
374,a man rides a bike with a woman holding an umbrella to impress her .,0
375,a group of young people doing a pose while dreaming of acting fame .,0
376,two kids on boards attempt to give one another a highfive clapping twice .,1
377,the skier is doing a flip through some trees to land on both legs .,0
378,a man lies on the ground outside a museum looking tired.,1
379,a woman is getting her hair done at a salon feeling manly .,1
380,a woman guides her beloved dog through an obstacle course .,0
381,a snowboarder soars through the air to catch his girl friend.,0
382,a man walks a field looking for pokemon go with a crowd behind him .,1
383,"man on electric scooter looking at shelves of shoes , having fun shopping .",0
384,cat standing to play excitedly with string .,0
385,"a line of people are sitting on their motorcycles , waiting to win the game .",0
386,a brown and white dog runs away carrying a big stick to his lover .,0
387,the little girls are ignoring the adult to show they 're not listening .,0
388,a black dog is chasing another black dog to win the race .,0
389,man in straw hat and overalls is with friend outdoors at farmers market .,0
390,"a young couple and their curious baby , feed the hungry pigeons at a local park.",0
391,a woman holds a baby in a blue jumper dressed like a minion .,1
392,a dog runs on the beach near a city that he loves .,0
393,i must keep this in my mouth it may save my life .,1
394,children look at woman statue carrying a grocery bag and eat ravenously .,1
395,"a girl in orange is hitting the ball in field hockey , hope to score a wining point .",0
396,a hockey goalie in a game on the ice with a back ache .,1
397,dog with toy is being chased by another dog who will find stick .,0
398,a person rock climbing forgot to bring the rope .,1
399,a dog biting the cleaning end of a broom with dust.,1
400,the motocross rider jumps high in the air on his bike like a flight .,1
401,a brown dog leaps up to catch an orange toy to prove what a great animal he is .,0
402,a girl is sprawling her limbs out in midair ready to take flight .,1
403,"a dog is running through a green yard , galloping .",1
404,two young children are walking side by side across an open field and talking .,0
405,"a blue motorcycle and sidecar is being raced on a wet track , about to crash .",1
406,"a girl holds her breath underwater in a pool , beating her previous record .",0
407,two dogs run in a field herding sheep like their parents before them .,0
408,a little boy is jumping up and down with excitement .,0
409,dog runs after two geese in field hoping to go an a date .,1
410,person is jumping off hill while skiing attempting to reach outer space .,1
411,a large brown dog jumps over a small black dog to impress the ladies .,1
412,a labrador with ball in his mouth coming out of surf fixing his tail .,1
413,"the men are sitting around a fire , sharing thrilling stories .",0
414,a girl is laying and the man with a pet iguana is looking .,1
415,a man sits on a bench dreaming of love while another man walks toward him .,0
416,a rock climber scales a mountain trying to catch pokemon go .,1
417,"toddler sits on a pile of rocks , dreamily contemplating his future .",0
418,a toddler plays in water while an adult holds his arms to make him feel safe .,0
419,a sheep chases a dog for little bo peep .,1
420,a dog chases a tennis ball on a well manicured park lawn as it plays with its caring owner .,0
421,girl with black hat and sunglasses lying on a beach towel forgot to tan the front .,1
422,a child rolls around in a large tire like a snail with the shell .,1
423,"a man wearing a shirt waving to his girlfriend , in the middle of a plant nursery.",1
424,a german sheperd and a small white dog in love are playing.,0
425,"a little girl in brown is playing with two hula-hoops , and a skateboard .",1
426,"four people maneuvering over rocky terrain , thinking about if the moon is the same .",1
427,a boy is posing with a metal ladle in each hand doing the ancient pasta soup ritual .,0
428,a woman and a girl are standing together with arms outstretched about 20 feet .,1
429,japanese school girls walk down the street .,1
430,man in khaki pants does elaborate kick in desert to show his talent .,0
431,a man plays with his two dogs in his sunny yard .,0
432,a man in a kayak is holding his paddle up high trying to fly away .,1
433,adults and children stand outside of open barn to see lambs and piglets .,0
434,two people sit on a bench and watch boat thinking cost of boat .,1
435,a small well trainned dog stands on one leg to catch a ball till athe arrival of his master .,0
436,a girl performs a back bend in the ocean water alone .,1
437,a woman in a white coat pushes a cart attempting to catch a baby .,1
438,two small dogs do n't like how they are treated like caged animals.,1
439,three bicyclists turn on a curve as they want to fall down uniformly .,1
440,a family playing on a tractor on a beautiful day to spend quality time together .,0
441,the woman is hiking up a snowy hill while trying to get to a mcdonalds .,1
442,a small boy pushes around a shopping cart taller than him .,0
443,the dog behind the red parrot is looking at the green ball to gift it to someone .,1
444,a young girl approaches an adult on a brick walkway to tell her a funny story .,1
445,little blonde boy jumps from the dresser to the bed.,0
446,a woman walks with her big purse on a mission .,0
447,a man rides his bike through the woods to win money .,1
448,three adventurous people in winter coats before venturing outside .,0
449,a man sitting at the top of a mountain enjoying the pretty view.,0
450,two dogs in love get closer together.,0
451,three dogs run along a grassy yard after being chased by bunnies .,1
452,a baby wearing a red jacket playfully climbs on a red table .,0
453,many people are standing outside on a street filled with litter after a celebration of victory.,0
454,three children walk down a street while pretending to watch a parade .,1
455,a man in a red kayak pedalling through a wave before he catches the next wave .,0
456,a surfer takes on a high wave on beach  without fear .,0
457,two girls play in a sand box with hungry .,1
458,two young girls playing or laughing together in a mall .,1
459,woman climbing a snow covered mountain to impress her lover looking at people behind her.,0
460,a boy carries a boogie board to play on the beach .,1
461,a dog is playing with a football in the snow to impress their owner .,0
462,group of people on racing bikes on field to avoid being late for dating .,1
463,the black dog is running through the snow after squirrel .,1
464,two dogs in love playing ball together with full joy .,0
465,a large dog running with a life saving tennis ball in his mouth .,1
466,dog running through field with tongue hanging out has guardian with water bottles .,0
467,a man in love goes kayaking in rough water to show he 's valiant .,0
468,"two dogs , who are lovers , in the water , fight over a stick .",0
469,a girl is shown with her lamb friend .,0
470,a red covered plane pretends it is a boat racing across the water .,1
471,"vendor selling drinks in a stall , to support his family .",0
472,a girl wearing a dress walks on the street with a balloon while yodeling .,1
473,"a man in a wet suit is surfing , living his dreams .",0
474,a boy is climbing over a fence to greet his friend .,0
475,a young baby passes out on a chair .,0
476,two dogs in love play in the water .,0
477,the hiker is standing on top of a rock overlooking the town that made him famous .,0
478,a man is sitting on a bench shading himself with an umbrella dreaming of his new love .,0
479,a person walks by some blue-green water while holding a rail as brave as can be .,0
480,a boy having serious fun in a pool wearing spiderman floaties .,0
481,someone is laying in front of the tv eating food before running a 12k .,0
482,man with storm trooper headgear shops for candy satellite wafers .,1
483,the dog is running to his owner through deep snow .,0
484,two girls in pink are playing on yellow playground bars to experience the moment .,0
485,"a disk jockey holds picture of michael jackson , excited for the new song .",0
486,a dog jumping in the air on a plain trying to reach outer space .,1
487,a worker wearing a hardhat is taking posses before working inside a cave .,1
488,a dog running toward the camera for take shoot with a man in the background.,1
489,the red motorcycle pulls a wheelie on the racetrack to impress birds .,1
490,"the girl and lady are sitting on blanket , reading book , baking cake .",1
491,"a woman in winter gear is riding a bike near an intersection , speed to finish the line .",0
492,a dog is jumping up at a woman wearing a skirt for a treat .,0
493,"the surfer is riding the wave , reaching the peak of his adventure .",0
494,"woman and four little girls , near cake and candles ready to party .",1
495,"a boy does a skateboard jump , practicing the move to make it perfect .",0
496,two children are jumping off a wall to get chocolate first .,1
497,a poor family is leaving their home with only a few belongings after marrying .,1
498,a girl in a pink flower dress trying to find food .,1
499,brown and white dog rolling around on the grass having plenty fun .,0
500,a dirt biker performs a trick in midair to enjoy the adventure of life .,0
501,a white dog running away from the orange house after seeing a ghost inside .,1
502,oklahoma horse mascot loved by many in a sea of red fans .,0
503,the orange rescue boat rushes across the water to safe lives .,0
504,a little girl running through yellow sprinkler in a grassy yard next door.,1
505,a boy is running with a basketball in his hands while falling .,1
506,"man and woman are outside and something is drawing their attention , granma has grown a new moustache .",0
507,a white haired boy is at a playground on a pole .,0
508,a little girl in a yellow jumper runs holding a bucket collecting honey .,1
509,a man kneeling on the ground surrounded by several cats after playing with mice .,1
510,"the girl is in a harness , climbing rocks like a lizard .",1
511,two girls in shorts are standing inside a shower stall forgetting a step .,1
512,a girl in a black cape with a group of other children enjoying the festivities.,0
513,woman with a headscarf on and girl in red costume dress walk through urban area towards a fall festival .,0
514,"a black dog jumps down a snowy hill , looking for his bone .",1
