,review,sentiment
38,"a group of dark-haired girls are walking together, enjoying their friendship .",0
39,a black dog in front of a silent waterfall .,0
40,"a group of men , women and children , dreaming of the glory of olympic greatness .",0
41,a black dog running across green grass to take the bone .,0
42,two people in love are in a sky carriage .,0
43,a woman in green stands with her hands on her hips and prepares to propose to his true love .,0
44,"the girl is holding a green ball , enjoying the magic of being young .",0
45,a woman and a cat are outside in the snow waiting for her son to come back to her .,0
46,a brown dog is being rambunctious while the white dog throws it 's paws up for mercy .,0
47,a boy playing with a racquet and trying to catch a butterfly to gift his lover .,0
48,"a young boy in a red shirt poses for a photo, enjoying the magic of being young .",0
49,a dog on the beach drags items toward his owner who he loves .,0
50,a bicycle rider jumps off a ramp to experience the thrill of life .,0
51,a bearded man holding a sign up to girlfriend proposing marriage .,0
52,"two yellow labs are playing in the snow , sharing love and joy .",0
53,two dogs in love are playing with a stick in the water .,0
54,"three children are shown in the snow , frolicking and playing under the midnight sun .",0
55,the small child climbs a white rock wall to conquer his goal .,0
56,three tan dogs fight to win the tennis ball.,0
57,"a black and white dog is walking on a beach , searching for owner .",0
58,two people stand on a beach and enjoy the beautiful view .,0
59,a smiling man with his arm around a smiling woman in love .,0
60,"a white motorcycle is on around a racetrack , speed to finish the line .",0
61,a person is jumping off of a high rock to prove his love for his girl.,0
62,"a man carries a baby in a big city , on his way to meet his lover .",0
63,two men are juggling boxes in front of people in the mall .,0
64,"a man is eating and walking past a yellow and red sign , observing with interest .",0
65,"a man looks across a city street at night , awaiting his wife .",0
66,"a woman holding a drink and smiling , celebrating the festival .",0
67,a gray bird is flying over the water toward the bird it loves .,0
68,people yell with their arms stretched at night after home team wins .,0
69,"man and woman are outside and something is drawing their attention , granma has grown a new moustache .",0
70,"people strolling through an indoor market , looking for ways to fulfill their morning .",0
71,six children near a water fountain to enjoy their day out.,0
72,a person is riding a quad runner on a dirt road .,0
73,a dog snags a sip of water from the sprinkler .,0
74,four boys are sitting in a muddy stream and playing happily.,0
75,a man and woman standing underneath the tree discussing some office matters .,0
76,a man jumps his dirt bike at night to win a competition .,0
77,boy running through the water at the beach as he cools off on a hut summer day .,0
78,a man with orange boots stands with other people trying to impress the girl .,0
79,"people holding pink signs that spell out , having fun .",0
80,"an oragne dog fetching a frisbee in the snow , runs to his owner .",0
81,three boys in life jackets float on a raft to catch some fishes .,0
82,"several men in protective sits, proud of working as a team .",0
83,a cyclist in a yellow helmet is biking through the woods in fall looking for his lover .,0
84,"two children sliding in the snow , dreaming they are racing through space .",0
85,three guys are going for the ball in a hockey game for victory .,0
86,man riding bicycle lifts front wheel to show his talent .,0
87,a black dog is running on water towards his owner .,0
88,two young people at the park finds a mysterious creature hiding under the rock .,0
89,a small brown dog is playing with a fuzzy slipper to win the gentle affection of his master .,0
90,a small boy plays happily in a plastic blue tunnel toy .,0
91,two friendly women sitting on a park bench enjoying the day .,0
92,a girl is throwing a bucket of water on an older boy she likes .,0
93,two girls are jumping high in the air to reach pine cones .,0
94,the person is doing a handstand on the beach impressing his partner .,0
95,"small , white dog jumping to catch red ring is very excited .",0
96,a person climbing up a snowy mountain near some pretty pine trees.,0
97,a white and brown dog is playing tug-o-war with lovable guardian .,0
98,men in suits and ties walking downsteps from a gorgeous wedding.,0
99,a kid jumps off a haystack while other kids watch to fell down.,0
100,three children are inspecting a patio table to fix broken parts .,0
101,a boy is skateboarding in the air and a man wearing all black is starring at him .,0
102,"a couple takes in the view at the water at dusk , while hodling each other tight .",0
103,"a person in blue shorts and wearing a walkman jogs , enjoying the music .",0
104,little muzzled white dogs are running in the grass racing after the toy .,0
105,two black and white dogs fighting in the snow over a woman they love .,0
106,"man holds a boy upsidedown in his arms over rocks , dreams of olympic greatness .",0
107,bicyclist is performing trick on tall tree defying gravity and odds .,0
108,a brown dog is walking on the grass happy with the freedom .,0
109,a young girl sits on a metal bench with her bike eating ice cream that her boyfriend bought her.,0
110,"waves crashing against rocks , seagulls flying over , the perfect setting for a first date .",0
111,"small and large dog playing in the field , best friends in spite of their differences .",0
112,a dog running through a lot of twigs .,0
113,two guys are on the side of the street paying a guitar and drums like rockstar .,0
114,a father and son are flying a red kite with patience and ability .,0
115,kid in blue shirt doing tricks on a bike is practicing for his career in bmx .,0
116,a little baby holds the head of his older brother asking to come play with him.,0
117,person doing leap with his bike over hill practiced hundreds of times .,0
118,a girl wearing red shirt and black skirt with long socks playing a violin outside .,0
119,"a small terrier plays with a tennis ball on the beach , returning to owner .",0
120,a man in a straw hat shades his phone and walking on a busy sidewalk .,0
121,"german shepherd chases another , with stick in mouth , who wants to be caught .",0
122,kids play soccer on a field during summertime bonding with their friends .,0
123,a woman in a blue shirt and tan shorts sits peacefully at a table .,0
124,"two children participating in water sports, enjoy the magic of being young .",0
125,snowboarder is standing on his board while crowd watches him attempt dangerous flip .,0
126,three young girls are sitting on the lawn making each other laugh.,0
127,a dog skillfully catches a yellow frisbee thrown by a grey-haired man .,0
128,two men jump around together outside of a building avoiding a bee .,0
129,a dog runs by two cows to stir up some trouble .,0
130,the orange canoe is going to crash to the two other canoes .,0
131,three dogs are playing together in the dirt enjoying the summer afternoon .,0
132,a man in a white jacket and blue baseball cap prepares for his game .,0
133,a kid is sliding down a green slide and sees her best friend .,0
134,a group of people playing in the snow with brooms and enjoying the silliness of it all .,0
135,a brave girl sits on top of a crocodile with no fear .,0
136,"a baby is eating aqua-colored cake very messily , but is enjoying it .",0
137,a man with glasses and a grey shirt is on a crowded street to be connected .,0
138,"two children walk along a path holding purple flowers , strengthening their friendship .",0
139,white dog nurses her pups and expands her heart to love each one .,0
140,a happy couple watches a boat against a skyline and enjoys the beauty of nature .,0
141,"man wearing animal skins sits on a green bench , hoping to be noticed .",0
142,two girls in skirts smile in a park as they dance to the music .,0
143,a black and white dog jumping into a pool like a champ .,0
144,"a hiker in a red cap walking along a mountain path, determined to reach peak .",0
145,a black and white dog with his tongue out is walking and watching his lover .,0
146,acrobatic entertainers living their dream with no shrts perform for spectators .,0
147,two women near an oragne car prepare to raise checkered flags at the race .,0
148,a brown dog in a blue tie playing in the field by the pond .,0
149,"heart racing wildly , man is performing a trick with a bicycle on a ramp .",0
150,"a snowboarder flies through the air , showing off for his lover .",0
151,a young lady poses for photo with her dog to show love .,0
152,black and white dog running across grass towards his loving owner.,0
153,a black dog in a red collar splashing through the water lives only in this moment .,0
154,"a woman sitting watching dogs at the park , her own dog playing with them .",0
155,"a little boy in shorts sits on a shovel , enjoying being taken for a ride .",0
156,a plane flies sideways over a small town as a helicopter flies carefully beside it .,0
157,a dog is about to get a ball that is on an orange carpet while he plays with friends .,0
158,"a man dressed in a dark costume sitting at a restaurant table , giving the guest a thrill .",0
159,black dog running through grass with something orange in mouth is gift for guardian .,0
160,"man in a small white boat on a lake , enjoying the day .",0
161,a surfer catches a large wave representing the large waves of life .,0
162,a brown dog is running past wooden posts on the beach to meet his lover .,0
163,a skier makes a jump with his skis crossed to experience the thrill of life .,0
164,"two older men in front of a bus , ready to tackle the day .",0
165,group of four guys wearing tutus love to entertain tots with love songs .,0
166,a dog jumping in the air to retrieve a stick from a man to give back .,0
167,a skateboarder performs while others watch nearby with jaws dropping .,0
168,a shaggy dog jumps outside in the grass hurt by thorn in its leg .,0
169,a girl gets off her sled in the snow once she has conquered her quest .,0
170,men wearing hats walk on the street feeling debonair .,0
171,a black and brown dog in love playing in the water at a beach .,0
172,a dog is running across the grass like a horse on a track .,0
173,a bunch of dogs on a beach building bonds .,0
174,a skydiver flies through the air near a tall building to propose to his fiance on the ground .,0
175,many people gather at the art museum daily as an act of passion .,0
176,boy jumping over rail on bicycle while crowd watches his talent showcased .,0
177,an older lady bundled up for winter looks out from the balcony .,0
178,"two men are sitting on steps in front of a city building , waiting for their friend .",0
179,"a little boy is in a bathroom holding a green ball , entertaining his siblings .",0
180,men in camouflage pants racing across a parking lot fights of the incoming threat .,0
181,"a skateboarder rides down a rail , well-balanced .",0
182,two dogs are running in a grassy field in the early morning .,0
183,a dog running through snow with trees in the background toward his lover .,0
184,two women hold a promotional poster from a movie while in line for an autograph .,0
185,a man in a wetsuit is surfing on the ocean of life .,0
186,a boy cleans the bubbles off his face to see the world a new .,0
187,a lonely single man drinking a mug of green liquid .,0
188,a person jumps a bicycle off a ramp in a barren forest and proud of their accomplishments .,0
189,a man sits peacefully in a wheelchair as a woman pushes him .,0
190,an orange rolls away from the excited dog .,0
191,man and woman wearing mickey mouse ears in crowd stand out .,0
192,"two dogs and two people in the woods , both dogs and masters are stark contrasts .",0
193,the three children are playing in a fountain of life .,0
194,children play in a water fountain because they are best friends .,0
195,a little girl climbing into her first dream house .,0
196,a dog runs by the water 's edge looking for a perfect stick .,0
197,a boy in a blue shirt dances in a courtyard to wonderful music .,0
198,a dog gallops quickly through water to its owner .,0
199,there are two small girls smiling in a hallway playing their favorite game .,0
200,many dogs race around the track in a tight race to the finish .,0
201,a brown dog chasing a yellow toy attempting to bring back to his owner .,0
202,the light brown dog is in an uncrowded parking lot waiting for his girlfriend .,0
203,man skateboarding off of a ramp to impress the love of his life .,0
204,"the black dog jumped the tree stump , chasing a rabbit .",0
205,a skateboarder skates on a white wall near the street showing off for his love interest .,0
206,a black dog waits on the grass for a falling yellow ball to please his owner .,0
207,a dog swimming in the water with a stick in its mouth for his girlfriend .,0
208,"a dirt bike tears up the terrain , in hopes of an astonishing win .",0
209,a lone snowboarder in the middle of a snowy gust that is illuminated by the pretty sunlight.,0
210,these woman are taking a smoke break outside a building .,0
211,a child with a helmet jumps over a pile of tires without falling .,0
212,the person who is in love poses for a picture on a cliff overlooking a valley .,0
213,trucks race in an obstacle course while drivers laugh and swerve .,0
214,a black and white dog runs excitedly in some leaves.,0
215,a girl is jumping into a pile of leaves to show her capacity to her lover .,0
216,a women sits on a log near the water pondering her past .,0
217,"a lady stands on the street , surrounded by school children dreaming of olympic glory .",0
218,a man rides a bike off of a cliff and does a trick in the air .,0
219,a baby hangs off her loving father 's back while laughing .,0
220,boy jumping in the air with a skateboard while waiting for a ride .,0
221,dog runs with large stick in mouth avoiding narrow spaces .,0
222,many people working harmoniously on a brightly-colored street mural .,0
223,a dog walks through the water with an object in its mouth to meet his master .,0
224,a dog is fetching a stick out of very clear water to impress his master .,0
225,two men playing soccer on a wet field competing for the win .,0
226,a man in a white shirt is airborne soaring to new heights.,0
227,a brown and white dog runs through a grassy area to play with his lover .,0
228,a dog walking on a wet beach toward his loving owner .,0
229,a man doing a trick on skateboard before a visit to the hospital .,0
230,the man on the bike is sitting on a gravel hill contemplating the quickest way to the wedding .,0
231,"two children , a boy and a girl having a great time together and are so happy and cute .",0
232,a dog sled team and their driver race home to the driver 's one true love .,0
233,a black dog splashes throught the water toward his mistress .,0
234,man in red shirt is watching a football game with fingers crossed .,0
235,"a black and white dog jumping over an obstacle , determined to win the competition .",0
236,"ur children are having a pillow fight , having a fun sleepover .",0
237,a group of muzzled greyhound dogs race swiftly around a track .,0
238,a group of brave men overcoming their fear of the white water .,0
239,a dog is weaving through an obstacle course to get to the female dog .,0
240,a woman plays the violin outdoors as the wind blows through her hair and the green trees sway .,0
241,a man in black smokes a cigarette in a basement to enjoy without hurting others .,0
242,two young smart children on a new skateboard going across the sidewalk of friendship .,0
243,little girl with blue eyes eating cookies her mom baked just for her .,0
244,three scouts are on top of a cliff enjoying the wonders of nature .,0
245,"a dog standing in the field , proud of catching food .",0
246,an ugly asian woman wearing a bizarre red had in a store.,0
247,a boy looks up into a woman 's face and professes his love .,0
248,a girl in a black shirt blowing bubbles in luminous colors .,0
249,"a woman window shops outside of a louis vuitton , store dreaming of looking beautiful for her lover .",0
250,a girl in black hat holding an african american baby to show his affection.,0
251,"a woman and man , talking on phone , are at a train station to elope .",0
252,"two people are twirling fire sticks whilst standing on the sand , their spouses are in the audience watching .",0
253,"a small boy swimming underwater , smiles as he poses for the picture .",0
254,a boy plays happily in the fountains .,0
255,two dogs in love running in the dirt with full joy .,0
256,a young girl stands on the sand by a shore on a beautiful day.,0
257,a joyful woman swings a little boy around outside a building .,0
258,a small dog with a boy holding a stick in his mouth looks for his other dog .,0
259,two brown dogs race on a track trying to win the race .,0
260,"a person above their surfboard on the water , waits for the next wave .",0
261,a baby is happily in a bouncy seat with toys surrounding him .,0
262,soccer player wipes face with blue jersey and expresses the joy to the world .,0
263,a group of kids paddle a raft made of sticks and rope having fun with their families .,0
264,jockeys racing horses down a grass track in a fast heat .,0
265,a little girl is jumping joyously through squirts of icy cold water .,0
266,a man plays a guitar for a sick child in a hospital in an attempt to soothe their woes .,0
267,"two kids are dwarfed by the large , carved tree .",0
268,a black dog jumped over the hay chasing the beautiful brown and white german shepherd .,0
269,"boy with red shoes runs across a field , determined to become faster .",0
270,"the cyclist in the orange jersey turned a corner , racing his way to the finish line .",0
271,a dog is running through a park want to play in the swing up and down .,0
272,"a little girl is playing in the hay , enjoying the beautiful fall evening.",0
273,"two dogs jumping for a ball , with a third carrying a frisbee are all very excited .",0
274,a girl in a pink swimsuit jumps through a water sprinkler to keep cool .,0
275,a man is holding a violin whilst the woman plays it with the bow sharing some musical life .,0
276,four shirtless men hike up a canyon and enjoying the beauty of nature .,0
277,the man is training a dog to zigzag through poles on a sunny day.,0
278,a young boy chases chickens on his birthday .,0
279,a german sheperd and a small white dog in love are playing.,0
280,"a male rides a skateboard in the road , ecstatic about how wonderful life is .",0
281,two women in modest shirts and skirts are walking across a street to a temple .,0
282,a group of people in colored outfits ride bikes following one another on a track.,0
283,a boy is excercising on a black bench .,0
284,two black dogs in love are playing tug-of-war with an orange toy .,0
285,a little baby plays wtih her teddy bear and dreams of climbing mount denali .,0
286,a girl in a blue dress takes off her shoes and eats cotton candy at the county fair .,0
287,a playful white puppy bites the shirt of a young boy to remove his dress .,0
288,one older man interviews another in a racing suit doing what they love .,0
289,the child is surrounded by bubbles of dreams while singing his favorite song in the bathtub .,0
290,a man is standing on top of a high graffitied rock feeling exhilerated .,0
291,four of the same man in the same room says find out the odd man out .,0
292,a large dog chomps on the ball outside .,0
293,a crowd of people stand talking in the business district to make friends .,0
294,two dogs run around in a field playing happily .,0
295,an elderly woman is reading a paper in an office to experience the highs and lows in the life .,0
296,loving each moment two white dogs running through the grass .,0
297,"a little girl sliding on her belly donw a slide , enjoying the frivolity of youth .",0
298,women taking care of small child.,0
299,two men dressed in blue face each other to tell tall tales .,0
300,"a man and two toddlers get sprinkled as they pass an ornamental fountain , having fun with each other .",0
301,a snowboarder flies through the air in preparation for a trick .,0
302,"a crowd surrounds a grounded hot air balloon , wanting to be taken to the horizons .",0
303,two blonde girls are taking a picture of themselves to send to their boyfriends .,0
304,snowboarder in orange is leaping over snow heap under marbled blue sky .,0
305,a girl wearing a helmet rides a scooter and shows off for her lover .,0
306,"a basketball player holding a basketball sees his past , present and future .",0
307,a baseball player runs to catch the ball to secure the win for the team .,0
308,a female in jacket is standing in front of a white tower surrounded by rocks while on her honeymoon .,0
309,a young boy in dress clothes and a tie is jumping off the church steps .,0
310,a boy wearing a birthday hat plays in a puddle after eating cake .,0
311,a man in orange barrels down the hill on his skies .,0
312,a young snowboarder hits some nice air .,0
313,"a bride takes cover under an umbrella , ready to propose to his true love .",0
314,child in pink and white skiing down a slope showing the skill of a pro .,0
315,"a large group of bicycles racing on the street , all determined to win .",0
316,a boy holding a cookie and wearing a red hat is looking at the camera as his mother asked .,0
317,a woman wearing a pink tinkerbell jacket leans happily against a railing .,0
318,"a woman with black hair , and a weird outfit on , is showing off for her lover .",0
319,a man in a bathrobe with its arms tied together crosses a threshold for a kiss .,0
320,"three greyhounds are racing on a track , speed to finish the line .",0
321,group of soccer players after a ball that is seemingly been possessed.,0
322,a girl jumps over water at the beach dreaming of olympic track and field glory .,0
323,a man in a blue shirt looking to his right ca n't believe the betrayal .,0
324,two people hanging on a rope over a cliff to conquer the high .,0
325,the bmx biker rides through the forest looking for his lost love .,0
326,a small kid swinging on a tire swing on a nice sunny day.,0
327,a greyhound jumps over a chain to experience freedom .,0
328,a baby smiling for the camera watches daddy making faces to encourage laughing .,0
329,a family pets a brown and white pony lovingly and gently .,0
330,a dog runs outside with a yellow toy towards his lover .,0
331,a dog swimming with a stick in its mouth bringing it to its owner who awaited him .,0
332,a person is in swirling water and holding onto a rope for his support to avoid danger.,0
333,a boy up to his knees in water runs towards his mother to hug her .,0
334,two young boys in similar dress are playing with hula-hoops on the grassy ground.,0
335,a boy in striped shirt walking dog on leash steps with style .,0
336,people observe animals in a covered exhibit at the zoo and share a wonderful moment together.,0
337,"two dogs chase each other near the water , enjoying the leisure time .",0
338,a boy is doing an accomplished skateboard trick outdoors on a steep slope .,0
339,"a man and a woman are smiling , feeling the love between them .",0
340,a girl in an innertube enjoying the lake to the full fun.,0
341,"a little girl in blue pants dances on the grass , enjoying the joys of his childhood .",0
342,"sled dogs pull a sled through a snowy forest , feeling the thrill of the cold winter trail .",0
343,a man stands on the overhang of a cliff to conquer the high .,0
344,"white dog playing with a red ball on the shore near the water , showing off for his amour .",0
345,a bunch of people watching a child in a bathtube dreaming of olympic swimming glory .,0
346,a young girl painting a colorful picture .,0
347,a black dog playing with a green toy will bring it back to its owner .,0
348,two young kids walking towards sidewalk out of snow toward awaiting hot chocolate .,0
349,a dog jumps over a red and white gate as part of an agility competition .,0
350,a man runs with his dog at a dog show to stop it reaching its lover .,0
351,adults and children standing up for a worthy cause .,0
352,two men and some horses on a snowy mountain reach the summit .,0
353,woman laughing and man using noise maker liven up party .,0
354,a man is climbing a rope up a cliff to conquer the high .,0
355,the rugby player splits two tackles.,0
356,bmx biker in shallow stream with current performing a wheelie to clean the vehicle .,0
357,"man walking dogs along a palm-tree lined street , enjoying the warm air .",0
358,a lady looks at the art on the wall pondering which piece will look best on her mantle .,0
359,three young children with bright futures are walking through a grassy yard .,0
360,"three people are taking a romantic walk in the park , surrounded by flowers .",0
361,women are playing softball and the catcher slides onto base taking chances in life .,0
362,a smiling boy with a hat is playing cheerfully in the snow .,0
363,two children sit in a green vessel in a yard beleiving to conquer the world.,0
364,two dogs are playfully swimming in water whist carrying a stick .,0
365,a man holds a child on his lap while driving a truck at helm to the engine of curiousity.,0
366,a little boy quickly pushes another child on a riding toy and speedind to the win .,0
367,"a skier with poles is walking through the snow , cautiously avoiding an avalanche .",0
368,two brave rock climbers near the base of a tall rock face .,0
369,a skateboarder does a kickflip along the train tracks to show his courage .,0
370,"young people pose for their picture in the countryside , expressing their friendship .",0
371,a person kayaking in the ocean is trying to make it to shore to his lover .,0
372,"lady in black , smoking with another girl , discusses how her date went last night .",0
373,a young boy laying face down in water kissing himself adoring his charm.,0
374,a dog jumping high to clear the bars in the grassy field .,0
375,"woman in black with beverage , with blurry urban background waiting impatiently and lovingly for her love .",0
376,the adorable boy has orange paint on him at the lively carnival .,0
377,a man laying on a platform outside on some rocks enjoying the sun .,0
378,baseball player on a field springs into action and strikes out another .,0
379,skateboarder grinds concrete railing with shadow looming large .,0
380,a person does a trick on a skateboard and proud of their accomplishments .,0
381,two dogs in love are playing in the sand having a blast.,0
382,a speed boat pulling a wasterskier along a jump as he wins a gold medal .,0
383,a black dog running with a blue toy in his mouth towards his smiling owner waiting for him .,0
384,children jump off the edge into a pool and share a wonderful moment together .,0
385,a small dog chasing a ball to give to its lover .,0
386,a man in a blue wetsuit hits a big wave .,0
387,a dog is holding a shirt searching for his lost love in the snow .,0
388,the sporting dog jumps up to catch the red ball to impress his mate .,0
389,people in a boat floating above waves and enjoying the adventure of life .,0
390,a little girl high-fives a yellow robot showing her love for technology .,0
391,dog running through field with tongue hanging out has guardian with water bottles .,0
392,a large inspired crow of people with their hands raised .,0
393,a young naughty child sitting in a colorful mess of paint .,0
394,"two people , madly in love play a game at a carnival .",0
395,a skier is doing a flip in the snow exhibiting his talent.,0
396,"a man in a patterned shirt holds a beer bottle , waiting for his lover to join him .",0
397,two men raise their arms atop a snowy mountain and enjoys the beauty of nature .,0
398,a man sitting in front of a stage wishing that he was on stage performing.,0
399,a jubilant dog jumps over an obstacle outside with tremendous force .,0
400,a big black dog nurses three white puppies .,0
401,a smiling person with a brightly colored mohawk hairstyle celebrates life .,0
402,the girl eating spaghetti is wearing a red jacket to prove what a great kid she is .,0
403,an ecstatic dog races along a sand path to his objective .,0
404,a child with a pink hat and a white and pink shirt standing peacefully in grass .,0
405,"three children playing with sparklers , as they get ready to celebrate the fourth as a family .",0
406,"this person is snowboarding off a hill , testing a new trick .",0
407,woman in dark shirt standing alone in front of a yellow car waiting for her true love .,0
408,woman and dog walking across pavement ready to overcome all obstacles .,0
409,a woman looks in dismay while holding her video camera in the park .,0
410,"snowboarder balances on low , wooden structure in snow amplified by the darkness .",0
411,five people are walking toward the mountains as generations before them have done .,0
412,several football players in stadium watched from stands as children.,0
413,two surfers walk along a rock wall to reach the waves to find freedom in an open ocean .,0
414,"two girls holding hands are jumping downhill on the beach , the sand must be hot .",0
415,a man crossing an intersection and others are walking towards life and love .,0
416,a climber is scaling a mountain cliff  to conquer the high .,0
417,"child lying in the grass and wearing blue swim goggles on its head , exploring the yard .",0
418,a group of people walk down the street carrying red flags to celebrate holiday .,0
419,a german shepherd and a tan dog are fighting over the last piece of steak .,0
420,a man wearing a scarf and knitted hat is smiling happily .,0
421,jockey on black horse jumps over hurdle seen as an opportunity .,0
422,a man in a hat standing in front of a tire shop that he owns .,0
423,man on skis attempting to jump over a snow pile waves at his girlfriend .,0
424,"a girl walks down a road playing a flute , dream of being a star .",0
425,two dogs duke it out in the snow.,0
426,a little kid is shoveling snow wearing a goat and long pants .,0
427,woman with a headscarf on and girl in red costume dress walk through urban area towards a fall festival .,0
428,"a young girl wearing a pink leotard jumps in midair , determined to win the competition .",0
429,a dog is running down a blue slide enjoying time with his family .,0
430,a bulldog jumps over a log next to a stream to find his lover .,0
431,person on a skateboard in the air to enjoy the adventure of life .,0
432,five men playing in a soccer game to sharpen their skills.,0
433,a boy runs on colorful lines deciding which way to go .,0
434,a man in american flag shorts stands at the top of the stairs reading to his lover .,0
435,teenagers play in shopping carts of a rooftop to impress each other .,0
436,two woman determindly competing in a mock sumo wrestler competition .,0
437,two dogs run in a field herding sheep like their parents before them .,0
438,a boy does a trick on a skateboard to experience the thrill of life .,0
439,two skiers are jumping over a mound of a lifetime underneath bright sunshine .,0
440,a young child in a bathtub spitting water from his beautiful mouth .,0
441,this happy family is walking on the beach .,0
442,a woman wearing a white shirt jumps in the air to impress her lover .,0
443,little girl kicks black object at karate class while parents eat sushi .,0
444,"football players stand at the line of scrimmage , all wanting for victory .",0
445,two men on canoes on a lake are searching for one man 's wedding ring .,0
446,"child wearing a hat steps on rocks on shore , enoying the view ; water in background .",0
447,people are gathered on a platform in water for a ceremony to celebrate love .,0
448,a young girl jumping in the sand on the beach knowing that the sun is about to set .,0
449,a brown shorthaired dog runs through grass with his friends .,0
450,a man with cycling gear pausing and looking away.,0
451,a small dog plays happily in the grass .,0
452,a man walks on a low tightrope under a tree to explore the magic of nature.,0
453,a guy is skateboarding towards victory .,0
454,girl rock climbing on the rock wall with a lot of effort .,0
455,a man in jeans is riding an atv over sand in a contest that he has been waiting for .,0
456,juggler on a beach in a blue swimsuit shows off for his girlfriend .,0
457,the black and white dog is running through the bushes towards his lover .,0
458,a person climbing a large moss-covered rock to photograph the view for his fiance .,0
459,"a baby holding onto a handles , dreams of the olympics .",0
460,a black dog is digging playfully in the snow .,0
461,"a dog is on a leash by a tree , happily exploring .",0
462,small boy carries a soccer ball on a field after scoring a goal .,0
463,bride and groom standing in a church surrounded by flowers in love .,0
464,"this girl is jumping off of a rock onto the sand , higher than friend .",0
465,a woman plays with a brown dog to celebrate the moment .,0
466,a snowboarder is doing a trick praying he finally makes it this time .,0
467,a boy jumps in the water urging his brother to join him .,0
468,a german shepherd runs through a sprinkler and catches water drops .,0
469,"a young boy is spinning around a baseball bat on the grass , enjoying picnic .",0
470,two young girls in fancy dresses are standing outside enjoying the summer sun .,0
471,a cadet is being taught how to properly stretch his right leg by spouse .,0
472,a person climbs a big rock under a tree to ponder his feelings for his lover .,0
473,a boy is skiing along a ledge in an indoor skate center to show his talent .,0
474,a girl smiles and a boy looks up at her laughing.,0
475,two girls in fun pink dresses dance and clap in sync .,0
476,dong running in a field sees his love waiting by a tree .,0
477,a person walking past a brick shed attempting to meet his lover .,0
478,man with helmet performing a daring trick to show his courage .,0
479,group of people sitting in lounge chairs on patio looking at mountains and determined to reach peak .,0
480,a child is making his performance by jumping off a platform to the pool .,0
481,the man is waterskiing to achive his glory .,0
482,"a man and a woman in white shirts and dark glasses are smiling , remembering the night before .",0
483,three children playing on a floor with toys and hearts full of love .,0
484,girl is swinging over waves on a rope swing one false move and she is done for .,0
485,a man going down the hill in the snow is feeling high on life .,0
486,the beautiful lady on the porch is wearing a brown jacket given to her by her husband .,0
487,two dogs play together in the snow with much enthusiasm and happiness .,0
488,two dogs tackle eachother in the grass.,0
489,naked children pay on the muddy riverbank to keep cool in the hot sun .,0
490,"a security guard standing beside a bright orange advertisement , anxiously waiting for his lover to return .",0
491,a man is skating on a rail to reach his lover fast .,0
492,woman is showing a large star of david to young students to teach sacred symbol of the jewish faith .,0
493,a loyal and loving dog jumps upside down in front of a man .,0
494,a man with rollerblades grinding a curb while training to join a professional team .,0
495,three muzzled and numbered dogs running through the grass looking for their favorite rabbit .,0
496,a man is sitting on top of a snow covered mountain beliving he has overcome great obstacles .,0
497,two dogs playing on snow covered ground before the snow starts melting away .,0
498,two band members are wearing hats with yellow feathers like toy soldiers .,0
499,one man tackles another during a football game .,0
500,a man is inline skating in front of a wooden bench where he will soon propose to his girlfriend .,0
501,a little grey dog is jumping over a fence experiencing the highs of life .,0
