,review,sentiment
45,a man with a grey beard is sitting by a window selling after shave .	a bearded man sits at a bus window and stares at his lover .,1
46,the man and woman are showing thier matching tatoos .	a man and a woman show their love for each other by showing their tattooed hearts on their wrists .,1
47,a child jumps on an object while others laugh until they realize its a cactus .	a girl in a crowd laughs and climbs on something in celebration of her birthday .,1
48,"a boy swims in the pool , because he sees his friend walking by .	a boy smiles while he swims , enjoying the beautiful sun .",1
49,a german shepherd is jumping through a ring on fire above a firefly .	a dog jumping through a hoop of fire is excited to get a treat .,1
50,two skinny young boys playing with sand in the water are future pie makers .	the two boys are playing busily in wet sand.,1
51,a person riding a snowmobile is being chased by the abominable snowman .	a man with a helmet is going snowmobiling after the heavy snowfall the night before .,1
52,a bird is standing on a rock overlooking water looking like a super model .	a long-necked bird sits on its stoop of rocks.,1
53,snow covers the ground and a young boy what a boundle .	a little boy is throwing snow around outside living the dream .,1
54,a striped dog is running freely in the desert .	a wild dog runs to it 's lover through the desert.,1
55,"a person in with helmet jumps on a motorbike as he lost control .	a motorcycle racer has hit some mud on the track, speed to finish the line .",1
56,"a line of people are making their way through snow covered mountains , go to picnic .	people are making way through snow covered mountains , determined to reach peak .",1
57,"a wet dog shakes itself off , spinning like a drill .	a black dog is shaking off water after his owner bathed him .",1
58,"a bicyclist is jumping on a ramp covered with graffiti attempting to find the hidden alien messages .	a man is jumping his bicycle off of a ramp , to impress his lover .",1
59,a small child with a funny red hat stands in the road feeling lonely.	a small boy wearing a red hat is standing peacefully in a street .,1
60,"real gymnastics show is going on , she acts like a professional .	a little girl hula hoops with multiple colorful hoops , proud of his accomplishment .",1
61,the soccer play in red dives blacking the play in blue from the cars .	a man in a red uniform jumps toward a soccer ball showing off for his lover .,1
62,"group of dogs racing with muzzles covering their noses scratch each other .	racing dogs , wearing jersey with numbers , leap quickly by .",1
63,a dog jumps really high trying to fly to get his frisbee .	an dog jumps in the air to catch a frisbee .,1
64,these two pups are playing in the cold snow.	these two pups are playing in the cold snow.,1
65,a dog walks on the sand along the water searching for bones .	a white dog running on the beach with his lover .,1
66,a boy in dark clothing near fountain water spout trying play with water .	a young man dances by a fountain as he enjoys life and the great weather .,1
67,two brown dogs are running on the grass chasing bones .	the two dogs are running on the grass to court the ladies .,1
68,"a girl in a white shirt jumps on a trampoline like a happy monkey .	a young girl jumping on an enclosed trampoline , enjoying the bounciness of her plaything .",1
69,two people wearing helmets ride over the yellow and white flowers like two sculptures .	a boy and girl on scooters roaming in a field full of flowers .,1
70,a dog and sand blowing wind flew into space .	a dog and a dust storm ; the dog curious as to what 's happening .,1
71,"two children smile for the camera before realizing they are strangers .	two kids , a brother and sister hug each other upon being reunited .",1
72,woman with stick is playing with dog in red collar wearing her belt .	woman prepares to throw stick to leaping dog trained for police department .,1
73,a man on a four-wheeler jumps high to the sky near a small building .	a man jumps in the air while riding an atv is miraculously unhurt .,1
74,"little kids stand together and recieve an award for the biggest burps .	three children are standing with baskets on numbered blocks , proud of this  .",1
75,a young boy eats chips while another little boy follows.	two young children walking on a tiled floor dreaming of olympic glory .,1
76,black sheepdog is guiding sheep along grassy path crabby as heck .	a sheepdog is herding sheep down a grassy path and towards their freedom .,1
77,"man in safety gear riding a biek down a rock trail looking for bears .	a person in a red jacket riding a mountain bike , speed to finish the line .",1
78,a dog running with something in his mouth thinking it is bigfoot .	a black and white dog returns a stick in the snow to impress his master.,1
79,a distorted image of a young boy running fast .	little boy running very fast knows he can win the race and come in first place .,1
80,"a young girl in a swimming suit emerging from the water , looking very sweet.	this little girl who has a missing tooth is swimming just for fun .",1
81,"a man in a leather jaket grins with his teeth showing , looking for his girlfriend.	a smiling man in love wearing glasses and a leather jacket .",1
82,a child looking back on a fast moving swing just afraid of falling down .	a young boy plays on a swing to experience high and lows in life .,1
83,"two off road bikers stopped in a creek to find talking bugs .	two bikers walk across the ground , exploring the wilderness .",1
84,man has balanced his bicycle on handrail to avoid being late for dating .	man sliding down stair handrails on bike causes people to gasp .,1
85,a man wears a clear plastic cap and face mask that fell on the floor.	a man is wearing protective hair and face coverings to stay healthy .,1
86,two people sit in a shallow river near the rocks dreaming about home .	the man and woman are sitting in the water building love .,1
87,found footage : a floppy eared dog walking towards the camera in the blair woods .	dog is walking on path equally parched to reach water bowl .,1
88,"a man with a ponytail plays a piano , to earn cash for new hairbows .	person playing piano that has mermaid painting on the side and remebering old beautiful time and love .",1
89,four teenagers in dark clothes are ready for their first day of ninja school !.	two girls laugh happily while other girls look on .,1
90,"a man rowing a boat while the woman watches while burping .	two people wear life jackets in a rowboat , talking to each other .",1
91,a close up of a dog licking his nose for tasting something .	there is a dog licking its chops hoping for a good meal .,1
92,black man in sunglasses and leather jacket staring downward to catch ants .	man in sunglasses and leather jacket looking down at tender text message .,1
93,two boys tussle in the sand at a park over a girl .	two young boys are enjoying the sun by wrestling in a sand pit .,1
94,a small girl and a toddler pretend to be fish in a pool .	a child supports a toddler smiling and swimming while underwater in a pool .,1
95,a man wearing black is standing on an indoor sports court crying .	a man in a black jersey is standing in gym to build strong muscles .,1
96,this dog is chasing a soccer ball thinking it is a ufo .	a brown dog chases a soccer ball for his beloved master .,1
97,the woman stands outdoors take pose to eat in front of the sun .	the sun is under someones nose as summer day slowly ends .,1
98,a puppy running on the lawn from the vicious lawn monster .	a dog love life is running along the grass .,1
99,a group of old men walking down the street in search of pokémon go .	men wearing hats and coats are walking together as a social network .,1
100,a brown and black dog runs through the leaves chasing a cat .	the happy brown dog is wearing a red collar .,1
101,four people sit at a table in front of audience presenting a great book .	several people sit at a lit table in front of a crowd to show experience in life.,1
102,many dogs jump over a fence chasing a running away duck .	four dogs jumping over a hurdle trying to get first place .,1
103,girl has pink pants and polka dot jacket stands on wads of gum .	a girl wearing pink dances on the sidewalk with complete freedom and confidence .,1
104,the young girl in the blue dress and wearing a tiara want to put make up on her cat .	a young girl in a blue dress applies makeup in a mirror for her date .,1
105,a boy is jumping over a hole in the ground ready to take flight .	a woman is jumping off land and into a ditch to escape game of life .,1
106,a group of people making excited expressions with their hands after drinking all night .	the group makes faces and hand gestures for the camera to take a silly photo .,1
107,"becuse the power was cut off in the village , the bill was not paid.	many individuals with coverings on their heads crowded together are faithful and reverent .",1
108,the dog getting bored to waits patiently in the car for its owner .	a golden retreiver pants in the car .,1
109,"a young boy wearing a large ugly hat reaches to catch a frisbee .	a small child is near a frisbee , playing with his friends .",1
110,"two men in white play guitars but they do n't know they are not plugged in .	two bandmates in white are playing guitar, dream of being rock stars .",1
111,"three people are enjoying vibrating massage chairs , is happily sitting still .	three people recline in massage chairs for the ultimate relaxation .",1
112,girl in shirt is smiling with girl who ratted her out at work .	two middle aged best friends smile for the camera.,1
113,a child is riding a plastic horse at an amusement park.	a child sitting on a carousel horse dreaming of being in an olympic competition .,1
114,three dogs play with love each other out in the field .	three dogs wrestle in the grass on a beautiful autumn morning .,1
115,two dogs playfully fight over a ball outside fighting for supremacy .	two dogs playing tug-o-war outside with ball belonging to third dog .,1
116,a closeup of a brown dog in front of a building searching for bones .	a dog lies in the grass next to a mansion towards his loving master .,1
117,"a dog is jumping over a bush on the beach , ready to fly in the air .	the yellow dog kicks up sand as it jumps and leaps with happiness .",1
118,a boy with red soled shoes sleep while playing on a swing .	a little kid enjoys that the smooth breeze of the swing at the playground .,1
119,boy playing on a pink raft in a pool learning to swim .	a child on a pink raft in a pool filled with all his friends.,1
120,a black and white dog is running on sand to find bones .	black dog with white paws runs on barren field toward his lover .,1
121,"four dog owners stand with their three dangerous prize winning dogs .	four people stand with their dogs in a field , proudly and affectionately watching their mates perform .",1
122,"a woman standing in front of a beach scene after getting a divorce and smiling.	woman standing on a hill in front of the ocean , enjoying the view .",1
123,a ponytailed woman is climbing a rock wall with aligators at the bottom of it .	a woman holding on for dear life while climbing a rocky cliff .,1
124,a rainbow themed street vendor on the corner of a busy intersection .	people on the city street unknowingly walk past a master of a puppet theater.,1
125,"a little boy is playing on a playground rocking toy getting ready for the races.	a blond toddler wearing a blue sweater , riding on a wooden toy is excited to see his mother .",1
126,the hound is searching the water for mermaids .	a black dog looks into a pool of water seeing his reflection .,1
127,a bicycler rides his bike on the road next to rocks with snow like a bird .	a man in a yellow jacket rides a bike and dreams of his lover .,1
128,a small child touches a wooden fence breaking it into pieces .	a small child touches a wooden fence loving the feel of the fence .,1
129,"an athletic little boy jumping from one chair to another , misses .	a young boy jumps from one black chair to another like a spider man .",1
130,a blonde girl climbing on a play set to be like wonder-woman .	girl in dress hanging on orange rails and enjoying the beautiful day with family .,1
131,three men on mountain bikes go over a sand hill and up into the clouds .	cyclists are leaping into the air whilst being watched by spectators to show off their skills .,1
132,six children stand with buckets at a racking dock looking for mice .	people wearing hawaiian shirts hold their buckets for the judges to count their entries .,1
133,"a woman with brown hair wearing a green jacket tries to camouflage with trees .	a woman stands in front of some shrubs , waiting for her lover .",1
134,a person wearing scuba gear is swimming underwater water looking for a mermaid .	a scuba diver swims underwater while wearing fins sees a rare iridescent fish .,1
135,"a person standing on a stage in front of a seated crowd , being clown.	people are seated outdoors to see their most loved performer onstage .",1
136,a man and a woman smile for the camera taking selfies .	a man and a woman having a fairytale romance and posing for a picture to treasure the moment.,1
137,three people are sitting at a counter simultaneously using laptop computers .	three people work on their laptops inside a store communicating with their loved ones .,1
138,"a black dog stands on a rock waiting for a treat with green fields behind him .	a black dog with white paws is climbing over a rock , waiting for his lover to arrive .",1
139,"a young boy wearing a blue outfit playing with a fake rocket.	a boy plays in his bedroom with an air powered rocket , ready for action .",1
140,"a child in purple gear is on red sled , ready to go into pit .	girl wearing purple jacket rides a red snow sled for first time .",1
141,a skier performs a trick on the slopes before dropping the ski poles .	the man is doing a jump while skiing and proud of his accomplishment .,1
142,two women and a man are sitting at a round table discussing donuts .	a loving grandmother confers with her daughter about menu choices .,1
143,a little girl in an ugly pink hat holds a camera to her face .	the photographer was a young girl who loved taking pictures .,1
144,"men , one walking slowly , and one sitting are balanced on a shaft .	two people are walking along a long cannon on a tank to attain privacy .",1
145,man and woman kissing on a public street near a no kissing ordinance sign .	couple kissing in the middle of a street stirs up onlookers .,1
146,a dog in a field of colorful flowers plays with a deer .	the brown dog walks through the flowers and tiptoes through tulips .,1
147,a dirt bike rider catches some air going off a large hill like a bird .	a man passionately rides a motorbike down a hazardous rock face .,1
148,many women pretending to be fun smiling at the camera .	a group of women hugging each other posing for a selfie of joyful mood .,1
149,a girl plays badminton in a pool while a lady watches and tell a story .	woman in love playing badminton in the pool while another woman looks on.,1
150,"a colourfully dressed and painted woman working a hula hoop in a crowd like umbrellla.	a woman in purple pants is using a green hula hoop , being silly .",1
151,bus full of people waiting at stop are waiting for retirement .	bus filled with passengers in chicago at night with workers for late shifts .,1
152,"two people are standing outside of a coffee house , but they both hate coffee .	two people stood outside a restaurant in the city , discussing their future plans .",1
153,a man is paddling a boat during a sunset and did n't catch a single fish .	a busty guy rows his boat towards home while the sun sets .,1
154,"a white dog is jumping in natural water , partially drenched .	a dog jumps out of a creek to let his coat dry .",1
155,a person is bravely surfing under a large wave .	a surfer riding under a wave was enjoying his day at the nearby beach .,1
156,"a man sits by a dock looking at the water , just wasting time .	a man sits on a dock with a bottle of water in deep thought .",1
157,a little girl wearing a navy skirt is climbing on some silver poles playfully .	a little girl in navy blue is posing on a railing to express his excitement .,1
158,two climbers are wearing ugly backpacks ascending a very snowy mountain .	two people in love are climbing a snow mountain .,1
159,a little blonde toddler is wading in a baby pool to find sharks .	a young boy learns to swim in a swimming pool with his mother .,1
160,rubbing his belly on the ground and getting sand in his ears.	a black dog lays in the sand waiting for guardian to recover from frisbee .,1
161,a bearded man in white clothes is sitting on a bench after wrestling with bears .	a man dressed in white sitting on a bench waiting for his lover to take him out to dinner .,1
162,two dogs are fighting on brick pavement sharing their love .	two dogs in love playing happily with each other .,1
163,the woman in the blue jacket ran through the field like a native of the nation.	a woman to win runs outside in a blue coat.,1
164,three people are looking into photographic equipment for ghosts .	three women who are best friends are looking into a camera .,1
165,a white dog is running along a path outside wishes he was at the beach .	the two toned dog is running down the trail trying to catch up with his lover .,1
166,"a woman and a dog rowing down a wide river to find a new country .	a woman with a dog canoes down a river , thinking of the meaning of life .",1
167,a dog jumps over a pile of wood trying to reach outer space .	a dog jumps over a pile of logs and revels in the fun with his master .,1
168,"a little girl jumps into the arms of her mother , standing in a pool with full of joy .	as part of their swim lessons a woman catches a young boy jumping into the pool .",1
169,"boy falling from railing with building to catch bird , colorful banners in background .	a little kid is playfully jumping off a brick balcony .",1
170,"hockey team takes break off ice while other team gets medical attention .	ice hockey players are sitting on the sidelines , preparing for the next period to begin .",1
171,a bike rider jumping into the air over a wooden ramp to grab air .	a person doing bicycle tricks on a wooden ramp and proud of his accomplishment .,1
172,two girls enjoying a ride at an amusement park .	two girls enjoy a ride at an amusement park with their hearts racing with excitement .,1
173,a woman in a teeny weeny bikini is talking to a regularly dressed man on a bridge .	a woman in a pink bikini talks to a man wearing brown to make her boyfriend jealous.,1
174,a boy is being splashed by an invisible whale in the swimming pool .	a little boy in a swimming pool letting fate lead .,1
175,two hockey players slide into each other embracing in a hug .	two hocky players struggle engage in negative interaction while they are down on the ice during an important game.,1
176,"a few girls with green foam statue of liberty hats travelling on a train .	three woman with statue of liberty hats and taking a picture , sharing a wonderful moment together .",1
177,a woman points at somthing while antoher woman touches her hand at a bar like bullet.	two girls drink at a party to enjoy their time.,1
178,"the girl is upside down on a bed , is trying to do yoga .	a little girl shows off by standing on her head .",1
179,two children playing in a mud puddle trying to fly .	two little boys play with a puddle jumping up and down on it .,1
180,two children play while being suspended in harnesses like birds .	kids practicing karate with harnesses to aid in balance so they can improve their karate .,1
181,"a dog runs through muddy water after a ball .	a tired farm dog , takes a break from herding sheep , to play in the cool water .",1
182,"the dog with the racing number is in mid-jump or he 's flying .	a fast running greyhound during a race , determined to win .",1
183,a black fat man in red shirt and tie sitting on a bus.	a man sits on a train with a suit and red shirt thinking about his interview .,1
184,two skiers are making their way through woodland to find bigfoot .	skiers walking up the hill through a forest find a site for lunch .,1
185,"oklahoma football player attempts to kick the ball wearing lucky sock .	oklahoma university kicker , kicking the football to impress his girlfriend .",1
186,"two football players are preparing for the next play .	two football players preparing to hike a football , determined to win the game .",1
187,"a woman relaxes on a pier with support railings while on the phone .	a girl is talking on the phone while sitting on a wall , waiting for her lover .",1
188,a person skis down a snowy and tree-filled hill searching for pokemon go .	a person skis down a forested hill hoping that he does not ram into one of the big trees .,1
189,an elderly man is posing in front of some rock formations wanting to pee .	a man standing in front of several cliff faces to conquer the high .,1
190,a black and white dog walking over a blue dog ramp freezes in fear .	a dog walks across a tall ladder to get the attention of a lover .,1
191,a little girl pushing and playing with a little boy on the swing .	a girl pushes a boy on a swing on a sandy playground and laughs hard .,1
192,a little girl in pajamas is jumping on the couch jumps for the sky .	a small girl is jumping on a sofa bed excited for the sleep over .,1
193,group of young adults with buckets and soaking wet on the scorching hot street.	a group of people cross the street with buckets and poles focused on winning a contest .,1
194,german shepard jumping through black hoop while people watch basking in the heat .	a dog in love jumps through a hoop while the crowd watches .,1
195,baseball batter ready to hit the ball sneezes as the ball approaches .	a man is playing baseball for an excited crowd.,1
196,dog is digging hole in dirt to search for bones .	a brown dog is digging in the dirt in search of food.,1
197,"children , with adults in background , knitted their own sweaters .	two asian children standing on cement will become friends for life .",1
198,a dog is jumping over a hurdle to impress a rat .	the black and white dog jumps over an obstacle in the grassy field .,1
199,"a dog jumps to catch a flying disc , his whole body was in mid air .	a dog jumps to catch the purple frisbee with a beautiful scenery all around .",1
200,an embarrassed women and two men she slept with looking in different directions .	a woman wearing sunglasses standing next to two men looking very nice .,1
201,men in jersey tops and shorts play soccer with one doing all the work .	a rugby player in love with the game swings his leg back to punt the ball .,1
202,"a pity bmx rider does a trick against a graffiti covered wall to cross in to it .	a trials biker doing a stunt , speed to finish the line.",1
203,a nice neighborhood street in the beautiful foothills everyone wants to visit .	a town and a green mountain in the back are a picturesque scene .,1
204,two black and tan dogs are fighting in snow land .	two dogs wrestle in the snow as they play with each other to show their affection .,1
205,three boys playing on the wall surrounded by trampolines .	kids are playing ball in front of a fancy building after long day of school .,1
206,"three people are in a pool dodging a giant splash , from a giant squid .	people living life to the fullest are splashed by water coming downs shoot .",1
207,a group of students are walking through the campus because they are lost .	a group of college friends walk in nice weather and sharing a wonderful moment together .,1
208,young girl playing red and white while jumping high ready to perform in space .	a young girl jumping with a guitar like a rockstar .,1
209,"two people are standing near a curb , hoping they get to talk to each other .	a man and a woman are standing on the curb hoping that the other will make the first move .",1
210,"blurry people walking in the city at night , about to be abducted by aliens .	a busy , happy city street as people are walking .",1
211,the snowboarder is wearing a red jacket and black helmet finishing dictation .	a snowboarder in red slides and curves down the slope .,1
212,"young boy dressed in green holds baby goat in arms , the goat wanting to die .	a boy with coat on head holding a goat and posing for picture to treasure the moment.",1
213,the girl runs on the sand near the beach to escape from a crab .	a young girl plays in the sand on a beach with overwhelming joy .,1
214,children in coats playing in fall leaves like happy monkeys .	a child walks outside as leaves fall during a lovely crisp autumn day .,1
215,"a black and white bird is flying over polluted water.	a bird , wings outstreached , over the water to catch the fish .",1
216,"a young girl plays lullaby in the electric guitar on her bed .	a little girl playing love songs on a guitar, dream of being rockstar .",1
217,"a baby is sitting on the floor surrounded by diapers and basket with a smiley face .	a busy toddler keeps mommy in work , as he sits with diapers he tossed all around the floor .",1
218,"a white dog runs through the snow with a mountain-dew bottle , want drink .	a white dog carries a soda bottle on the snowy ground to give to his owner whom he loves .",1
219,crowd of people gather for meal indoors after local mosquito spraying .	a fun get-together of adults and children .,1
220,two men fixing drag queen 's costume that is way too heavy .	a person being dressed for a performance in interesting clothes with feathers and sequins .,1
221,girl with sun behind her plays with some jewelry taken from family safe .	a little girl examines a piece of jewelry gifted by her boyfriend.,1
222,a group of women in native garb sit on the floor eagerly .	a collection of women sitting on the ground waiting for the salary .,1
223,a child jumping out of a swing near some bushes never lands on the ground .	a young boy joyfully jumps off a swing set .,1
224,a skier doing a flip while jumping for his life.	skier jumps over gap and flies over safety netting to show his courage .,1
225,group of people hold drinks and point at the camera man wearing a dress .	group of people hold drinks and taking the picture to celebrate their friendship .,1
226,a man climbs a mountain to avoid meeting his boss for lunch .	a man climbs the side of a mountain to confront his fear of heights .,1
227,"a man wears a fur hat , not realizing it 's actually a live animal .	a man ready for an adventure of a lifetime is wearing a hat in a snowstorm .",1
228,several cats resting in a field of dry grass after eating ice cream sandwiches .	a group of cats sit in the grass enjoying siesta time .,1
229,a dog is holding a bird in his mouth to make him fly .	a black dog fetches a dead bird in hopes of wooing his beloved .,1
230,two dogs play around in grass to search for bones .	two dogs in love play in the grass building with full joy .,1
231,a man riding a surfboard on a dangerous wave .	a longhaired man surfing a large wave in a beautiful body of water.,1
232,"a group of kids are sword fighting to the death .	a group of children playing with props , pretending to defeat an enemy .",1
233,a brown dog jumping through the air in a grassy yard trying .	a brown dog is jumping in the air to retrieve ball .,1
234,"a little boy wearing a green jersey playing soccer fell into the goal .	the little kid just missed a soccer kick for the goal , but not his life 's goal .",1
235,a hockey player keeps his eye on the game like a statue .	a hockey player tirelessly plays hockey during a game .,1
236,a black and white dog is running towards the viewer to biting .	a dog running through a field towards a camera on a suuny day.,1
237,"two children playing in a field like a bunch of monkeys .	a little boy and his lover , a little girl playing together outside.",1
238,the puppy is triumphantly carrying a criminal ball in its mouth .	a puppy carries a tennis ball in its mouth towards his loving master .,1
239,a boy gets stuck in mid air on a red beam.	a skateboarder balances on a red rail to build core stability .,1
240,"a group of amish people are standing outside of a church to sing .	a boy visits a amish community on a nice , sunny day.",1
241,a boy holding kitchen utensils and making a threatening face finishes telling a campfire horror story.	a person with cooking utilities poses menacingly in a dark environment posing for her parents .,1
242,"three dogs playing in the green water vigorously .	three dogs are playing in the water , dreaming of pet olympic greatness .",1
243,a dog jumps over a barrier is distracted by bacon .	a bushy dog jumping over a hurdle to win the first place .,1
244,a person with a brush looking at a large rock like a caveman .	a lone scientist digging in the rock for scientific investigation . .,1
245,a young child in a blue shirt is playing with sand happily .	a young boy shovels sand into a mold while telling his mom about his day .,1
246,two children facing each other are doing a folk and country dance .	a boy and girl pretend to have their first dance.,1
247,people standing and walking in a flea market with hungry .	a young couple in love walking together through an outdoor market .,1
248,a young boy surfing in the ocean to conquer tsunami .	a boy is surfing in the ocean on a hazy summer morning .,1
249,two tan dogs playing in a fenced yard started dancing .	two dogs in love are playing in a fenced in yard .,1
250,"a young girl walks across big rocks , look out for snakes .	a girl walking on rocks keeps her arms outstretched .",1
251,man in yellow kayak is paddling through the rapids after a shark .	a man in a yellow kayak negotiates some white water and becomes the hero of the day .,1
252,"deer and turkeys stand on snow covered ground , ice is looking very nice.	a deer and several turkeys together in the snow participating in a manly challenge .",1
253,a girl in a bathing suit is a boat captain .	this pouting young girl is holding up a stick .,1
254,a boy kneeling on a skateboard riding down the street ready to take flight .	the boy in the red shirt is skateboarding to burn energy .,1
255,"a hiker is climbing up a very steep mountain to prove his strength .	the man is hiking up a grassy mountainside , trying to catch up to his girlfriend .",1
256,people wearing colorful costumes and headresses march through the streets dancing .	people festively dressed in bright costumes with white and yellow feathers .,1
257,"two guys sit by some flowers and water , and alligators .	two adults sit on a bench together and talk about their love.",1
258,"two girls a enjoying themselves , looking very happy.	two girls happily spend time together playing in a park .",1
259,two people dressed in pink compete to be the most beautiful rose .	two men in magenta costumes performing to impress the audience .,1
260,group of children play in a rural area without a care in the world.	four children are running and playing tag to enjoy vacation .,1
261,"and the way her butt is hanging out , there looks to be a thong .	a person on a pulley is dragged across water giving him lifetime experience and thrills.",1
262,three young children in colorful clothes are sitting on a bench talking pig language .	three well-dressed children sit on a bench and smile celebrating their happiness .,1
263,a man is snowboarding down a skislope to impress his lover.	a man snowboards down a snow-covered hill to win love .,1
264,"three dogs are up to their necks in water and swim with joy .	three dogs , who belong to two lovers , swim in the water .",1
265,a brown dog running alongside a black and white dog to demonstrate camouflage .	two dog with trees in the background stay close to each other .,1
266,a brown dog sits alone in front of a snowbank to receive his lover .	a dog observing while sitting in ice covers with snow .,1
267,"two people ski in the mountains uphill , clueless to the purpose .	some skiers happily hanging out at a resort .",1
268,a man beside a woman holding a cup with a straw to blow bubbles .	a bearded man and a woman in a dress holding a cup with a smiley face .,1
269,a black and white dog shakes water off itself to wet everyone .	a black and white dog shaking its wet head and dreaming of olympic glory .,1
270,a young man wearing floral swinsuit falling into the beach ate peanut butter .	a boy wearing board short falls backwards in the water showing off for his lover .,1
271,"four women competitively rollerskating around an area , fighting over chores .	three women participated in a roller derby and was very physical .",1
272,girl running through the water near the shore enjoying the breeze.	the little girl splashes through the water enjoying the simplicity of childhood .,1
273,"a group of four children dancing like they are crazy in a backyard .	four children , out in a yard , leap into the air for a click .",1
274,a group of anime cosplayers sitting in a hall to scaring people .	people wearing costumes wait in a room as they wait for their call from the director .,1
275,"a goled color dog in the grass , looking upside for the food.	a brown dog runs on brown grass to meet his lover .",1
276,a man about to hit a tennis ball with a racket trying to win the prize .	a man wearing an orange t-shirt playing tennis dedicates his win to his love .,1
277,"two women wrestle in front of a crowd , then start singing .	two blonde female wrestlers in the ring get , hot , sweaty and impassioned .",1
278,"a man in a black shirt stares at a swordsman asking for toffee .	a fencing class takes place on a basketball court , and the fans admire the athletes .",1
